,Date,Home,Away,Favorite,Spread,O/U,Attendance,Capacity
1165,04/2/2023,POR,MIN,MIN,-19.5,223.5,18978,18024
1166,04/2/2023,DAL,ATL,ATL,-3.5,245.5,17678,16888
1167,04/2/2023,WAS,NYK,NYK,-11.5,221.5,19812,19763
1168,04/2/2023,DET,ORL,ORL,-11.5,224.5,19431,18500
1169,04/2/2023,SAS,SAC,SAC,-16.5,243.5,18183,17611
1170,04/2/2023,LAL,HOU,LAL,-12.5,235.5,18204,18055
1171,04/2/2023,PHX,OKC,PHX,-5.5,236.5,17981,18203
1172,04/2/2023,IND,CLE,CLE,-12.5,231.5,19432,19432
1173,04/2/2023,PHI,MIL,MIL,-4.5,235.5,17532,17341
1174,04/2/2023,GSW,DEN,GSW,-3.5,230.5,19752,19520
1175,04/4/2023,TOR,CHA,TOR,-15.5,222.5,14965,19077
1176,04/4/2023,MIA,DET,MIA,-13.5,216.5,18453,20332
1177,04/4/2023,CLE,ORL,CLE,-3.5,222.5,19449,18500
1178,04/4/2023,MIL,WAS,MIL,-14.5,230.5,19098,20600
1179,04/4/2023,MIN,BKN,MIN,-3.5,224.5,17893,17732
1180,04/4/2023,BOS,PHI,PHI,-3.5,226.5,21104,19746
1181,04/4/2023,ATL,CHI,CHI,-5.5,227.5,21717,20917
1182,04/4/2023,DEN,HOU,DEN,-11.5,233.5,16924,18055
1183,04/4/2023,POR,MEM,MEM,-19.5,232.5,17558,18400
1184,04/4/2023,SAC,NOP,NOP,-4.5,235.5,15799,16867
1185,04/4/2023,LAL,UTA,LAL,-11.5,234.5,18206,18206
1186,04/4/2023,OKC,GSW,GSW,-7.5,241.5,18064,18064
1187,04/4/2023,SAS,PHX,PHX,-19.5,235.5,17071,17071
1188,04/5/2023,BKN,DET,BKN,-11.5,217.5,18313,20332
1189,04/5/2023,NYK,IND,NYK,-4.5,229.5,16789,17923
1190,04/5/2023,WAS,ATL,ATL,-13.5,235.5,17727,16888
1191,04/5/2023,TOR,BOS,TOR,-1.5,223.5,19156,19156
1192,04/5/2023,CHI,MIL,MIL,-5.5,230.5,17679,17341
1193,04/5/2023,MEM,NOP,NOP,-6.5,226.5,17232,16867
1194,04/5/2023,SAC,DAL,DAL,-6.5,242.5,20271,19200
1195,04/5/2023,LAL,LAC,LAL,-1.5,230.5,19068,19068
1196,04/6/2023,CLE,ORL,ORL,-5.5,214.5,19235,18500
1197,04/6/2023,MIA,PHI,PHI,-1.5,219.5,21178,19746
1198,04/6/2023,POR,SAS,SAS,-5.5,227.5,16023,10763
1199,04/6/2023,OKC,UTA,OKC,-7.5,239.5,18206,18206
1200,04/6/2023,DEN,PHX,PHX,-13.5,222.5,17071,17071
1201,04/7/2023,HOU,CHA,HOU,-5.5,230.5,19102,19077
1202,04/7/2023,DET,IND,IND,-6.5,232.5,17274,17923
1203,04/7/2023,MIA,WAS,MIA,-4.5,217.5,20476,20600
1204,04/7/2023,PHI,ATL,ATL,-12.5,235.5,17627,16888
1205,04/7/2023,TOR,BOS,TOR,-1.5,222.5,19156,19156
1206,04/7/2023,ORL,BKN,BKN,-9.5,221.5,18177,17732
1207,04/7/2023,MEM,MIL,MEM,-8.5,230.5,18010,17341
1208,04/7/2023,NYK,NOP,NOP,-8.5,223.5,18656,16867
1209,04/7/2023,CHI,DAL,DAL,-1.5,217.5,20313,19200
1210,04/7/2023,GSW,SAC,GSW,-10.5,233.5,18253,17611
1211,04/7/2023,PHX,LAL,LAL,-13.5,224.5,18997,19068
1212,04/8/2023,DEN,UTA,DEN,-10.5,229.5,18206,18206
1213,04/8/2023,MIN,SAS,MIN,-15.5,234.5,16148,10763
1214,04/8/2023,POR,LAC,LAC,-16.5,230.5,19068,19068
1215,04/9/2023,ATL,BOS,BOS,-4.5,224.5,19156,19156
1216,04/9/2023,PHI,BKN,BKN,-1.5,218.5,17732,17732
1217,04/9/2023,CHA,CLE,CLE,-5.5,214.5,19432,19432
1218,04/9/2023,ORL,MIA,MIA,-5.5,217.5,19894,19600
1219,04/9/2023,IND,NYK,NYK,-9.5,231.5,19812,19763
1220,04/9/2023,MIL,TOR,TOR,-3.5,221.5,19800,19800
1221,04/9/2023,HOU,WAS,HOU,-4.5,231.5,15233,20600
1222,04/9/2023,DET,CHI,CHI,-8.5,219.5,21530,20917
1223,04/9/2023,SAS,DAL,DAL,-3.5,231.5,20141,19200
1224,04/9/2023,NOP,MIN,MIN,-3.5,226.5,18978,18024
1225,04/9/2023,MEM,OKC,OKC,-2.5,229.5,16601,18203
1226,04/9/2023,SAC,DEN,SAC,-5.5,230.5,19652,19520
1227,04/9/2023,UTA,LAL,LAL,-16.5,234.5,18997,19068
1228,04/9/2023,LAC,PHX,LAC,-9.5,225.5,17071,17071
1229,04/9/2023,GSW,POR,GSW,-17.5,234.5,19731,19441
