,Date,Player,Injury,Status
1709,Mar 13 2:30 PM,Caleb Martin,Left Knee Soreness,Probable
1710,Mar 13 2:30 PM,Joe Ingles,Left Knee Injury Management,Out
1711,Mar 13 2:30 PM,Christian Koloko,G League - On Assignment,Available
1712,Mar 13 2:30 PM,Dalano Banton,Left Thumb Sprain,Doubtful
1713,"Mar 13, 1:30 PM",Franz Wagner,Right Ankle Sprain,Questionable
1714,"Mar 13, 1:30 PM",Kevon Harris,G League - Two-Way,Available
1715,Mar 13 11:30 AM,Duncan Robinson,Health and Safety Protocols,Questionable
1716,Mar 12 8:30 PM,Anthony Davis,Right Foot Stress Injury,Available
1717,Mar 12 6:30 PM,Giannis Antetokounmpo,Right Hand Soreness,Questionable
1718,Mar 12 6:30 PM,Wesley Matthews,Right Calf Strain,Probable
1719,Mar 12 6:30 PM,Damian Lillard,Right Calf Tightness,Out
1720,Mar 12 6:30 PM,Ryan Arcidiacono,Lower Back Pain,Available
1721,Mar 12 6:30 PM,Kyrie Irving,Right Foot Soreness,Questionable
1722,Mar 12 6:30 PM,Keldon Johnson,Left Foot Soreness,Out
1723,Mar 12 6:30 PM,Jeremy Sochan,Right Knee Soreness,Out
1724,Mar 12 6:30 PM,Alperen Sengun,Left Groin Strain,Probable
1725,Mar 12 6:30 PM,Olivier Sarr,G League - Two-Way,Out
1726,Mar 12 6:30 PM,Larry Nance Jr,Left Ankle Sprain,Available
1727,"Mar 12, 5:30 PM",Jordan Clarkson,Left Hand Fourth finger sprain,Questionable
1728,"Mar 12, 5:30 PM",Buddy Hield,Left Foot Sore,Questionable
1729,"Mar 12, 5:30 PM",Trevelin Queen,G League - Two-Way,Questionable
1730,"Mar 12, 5:30 PM",Kyle Lowry,Left Knee Soreness,Questionable
1731,"Mar 12, 5:30 PM",Caleb Martin,Left Knee Soreness,Questionable
1732,"Mar 12, 5:30 PM",Cody Zeller,Nasal Fracture,Out
1733,"Mar 12, 5:30 PM",Bogdan Bogdanovic,Back Tightness,Questionable
1734,"Mar 12, 5:30 PM",Trent Forrest,G League - Two-Way,Available
1735,Mar 12 3:30 PM,Marvin Bagley III,Right Ankle Soreness,Out
1736,Mar 12 3:30 PM,Mark Williams,Right Thumb Sprain,Out
1737,Mar 12 3:30 PM,James Bouknight,Right Ankle Sprain,Out
1738,Mar 12 3:30 PM,Kelly Oubre,Back Discomfort,Out
1739,Mar 12 3:30 PM,Darius Garland,Right Quadricep Contusion,Available
1740,Mar 12 3:30 PM,Jarrett Allen,Right Eye Contusion,Out
1741,Mar 12 3:30 PM,Mamadi Diakite,G League - Two-Way,Out
1742,Mar 12 3:30 PM,Rudy Gobert,Left Ankle Sprain,Questionable
1743,Mar 12 3:30 PM,Austin Rivers,Back Spasms,Questionable
1744,Mar 12 3:30 PM,Luka Garza,G League - Two-Way,Available
1745,Mar 12 3:30 PM,Draymond Green,Right Ankle Sprain,Probable
1746,Mar 12 3:30 PM,Jonathan Kuminga,Right Ankle Sprain,Questionable
1747,Mar 12 3:30 PM,Andre Iguodala,Right Hip Soreness,Probable
1748,Mar 12 3:30 PM,Kelly Oubre,Back Discomfort,Doubtful
1749,"Mar 12, 2:30 PM",Shai Gilgeous-Alexander,Abdominal Injury Management,Out
1750,"Mar 12, 2:30 PM",Olivier Sarr,G League - Two-Way,Available
1751,"Mar 12, 2:30 PM",Tre Jones,Non-COVID Illness,Out
1752,"Mar 12, 2:30 PM",Vlatko Cancar,Right Wrist Sprain,Available
1753,"Mar 12, 2:30 PM",Jaden Springer,G League - On Assignment,Available
1754,"Mar 12, 1:30 PM",Larry Nance Jr,Left Ankle Sprain,Questionable
1755,"Mar 12, 12:30 PM",Mark Williams,Right Thumb Sprain,Doubtful
1756,"Mar 12, 12:30 PM",James Bouknight,Right Ankle Sprain,Doubtful
1757,Mar 11 8:30 PM,Klay Thompson,Right Knee Soreness,Available
1758,Mar 11 8:30 PM,Andre Iguodala,Right Hip Soreness,Available
1759,"Mar 11, 7:30 PM",Kyrie Irving,Right Foot Soreness,Out
1760,"Mar 11, 7:30 PM",Reggie Bullock,Right Quadricep Contusion,Available
1761,"Mar 11, 7:30 PM",JaVale McGee,Right Ankle Sprain,Available
1762,"Mar 11, 7:30 PM",Brandon Ingram,Right Ankle Sprain,Out
1763,"Mar 11, 7:30 PM",Kennedy Chandler,G League - On Assignment,Available
1764,"Mar 11, 7:30 PM",Kenneth Lofton,G League - Two-Way,Available
1765,Mar 11 6:30 PM,Tyrese Haliburton,Left Knee Bruised,Out
1766,Mar 11 6:30 PM,Myles Turner,Sore Lower Back,Out
1767,Mar 11 6:30 PM,TJ McConnell,Sore Back,Out
1768,Mar 11 6:30 PM,Terry Rozier,Right Calf Contusion,Available
1769,Mar 11 6:30 PM,Mark Williams,Right Thumb Sprain,Out
1770,Mar 11 6:30 PM,De'Andre Hunter,Right Ankle Sprain,Available
1771,Mar 11 6:30 PM,Kevin Porter,Left Thigh Contusion,Available
1772,Mar 11 5:30 PM,Damian Lillard,Right Calf Tightness,Probable
1773,Mar 11 5:30 PM,Ryan Arcidiacono,Lower Back Pain,Questionable
1774,Mar 11 5:30 PM,Darius Garland,Right Quadricep Contusion,Questionable
1775,Mar 11 5:30 PM,Jarrett Allen,Right Eye Contusion,Doubtful
1776,Mar 11 5:30 PM,Mamadi Diakite,G League - Two-Way,Available
1777,Mar 11 5:30 PM,Isaiah Mobley,G League - Two-Way,Available
1778,Mar 11 5:30 PM,Dylan Windler,G League - On Assignment,Available
1779,Mar 11 5:30 PM,Anthony Davis,Right Foot Stress Injury,Probable
1780,Mar 11 5:30 PM,Keldon Johnson,Left Foot Soreness,Questionable
1781,Mar 11 5:30 PM,Jeremy Sochan,Right Knee Soreness,Questionable
1782,Mar 11 5:30 PM,Blake Wesley,G League - On Assignment,Available
1783,Mar 11 5:30 PM,Julian Champagnie,G League - Two-Way,Available
1784,Mar 11 5:30 PM,Kyle Lowry,Left Knee Soreness,Available
1785,Mar 11 5:30 PM,Vlatko Cancar,Right Wrist Sprain,Probable
1786,Mar 11 5:30 PM,Jack White,G League - Two-Way,Out
1787,Mar 11 4:30 PM,Marvin Bagley III,Right Ankle Soreness,Available
1788,Mar 11 3:30 PM,Isaiah Hartenstein,Sore Left Ankle,Available
1789,Mar 11 3:30 PM,Jay Huff,G League - Two-Way,Out
1790,"Mar 11, 2:30 PM",Jordan Clarkson,Left Fourth Finger Sprain,Out
1791,"Mar 11, 2:30 PM",Giannis Antetokounmpo,Right Hand Soreness,Out
1792,"Mar 11, 2:30 PM",Goran Dragic,Left Knee Soreness,Available
1793,"Mar 11, 2:30 PM",Caleb Martin,Left Knee Soreness,Out
1794,Mar 11 1:30 PM,De'Andre Hunter,Right Ankle Sprain,Questionable
1795,Mar 11 1:30 PM,Bogdan Bogdanovic,Back Tightness,Out
1796,Mar 11 1:30 PM,Kyle Lowry,Left Knee Soreness,Questionable
1797,Mar 11 1:30 PM,Caleb Martin,Left Knee Soreness,Questionable
1798,Mar 11 1:30 PM,Orlando Robinson,G League - Two-Way,Out
1799,Mar 11 11:30 AM,Terry Rozier,Right Calf Contusion,Probable
1800,Mar 11 11:30 AM,Theo Maledon,G League - Two-Way,Available
1801,Mar 11 11:30 AM,James Bouknight,G League - On Assignment,Available
1802,Mar 10 10:30 PM,D'Angelo Russell,Right Ankle Sprain,Available
1803,Mar 10 10:30 PM,Anthony Davis,Right Foot Stress Injury,Available
1804,Mar 10 10:30 PM,Olivier Sarr,G League - Two-Way,Out
1805,Mar 10 8:30 PM,Jalen Brunson,Sore Left Foot,Out
1806,Mar 10 8:30 PM,Isaiah Hartenstein,Sore Left Ankle,Probable
1807,Mar 10 8:30 PM,DaQuan Jeffries,G League - On Assignment,Available
1808,Mar 10 8:30 PM,Klay Thompson,Right Knee Soreness,Probable
1809,Mar 10 8:30 PM,Andre Iguodala,Right Hip Soreness,Probable
1810,Mar 10 8:30 PM,Will Barton,Non-COVID Illness,Available
1811,"Mar 10, 7:30 PM",Darius Garland,Right Quadricep Contusion,Out
1812,"Mar 10, 7:30 PM",Jeremy Sochan,Right Knee Soreness,Available
1813,"Mar 10, 7:30 PM",Doug McDermott,Right Thumb Sprain,Available
1814,"Mar 10, 7:30 PM",Romeo Langford,Left Adductor Tightness,Available
1815,"Mar 10, 7:30 PM",Blake Wesley,G League - On Assignment,Out
1816,"Mar 10, 7:30 PM",Dominick Barlow,G League - Two-Way,Out
1817,"Mar 10, 7:30 PM",Julian Champagnie,G League - Two-Way,Out
1818,"Mar 10, 7:30 PM",Vlatko Cancar,Right Wrist Sprain,Available
1819,"Mar 10, 7:30 PM",Austin Rivers,Back Spasms,Out
1820,"Mar 10, 6:30 PM",Luka Doncic,Left Thigh Strain,Out
1821,"Mar 10, 6:30 PM",Kyrie Irving,Right Foot Soreness,Questionable
1822,"Mar 10, 6:30 PM",Reggie Bullock,Right Quadricep Contusion,Probable
1823,"Mar 10, 6:30 PM",Maxi Kleber,Right Hamstring Injury Recovery,Available
1824,"Mar 10, 6:30 PM",JaVale McGee,Right Ankle Sprain,Probable
1825,"Mar 10, 6:30 PM",McKinley Wright,G League - Two-Way,Available
1826,"Mar 10, 6:30 PM",Shai Gilgeous-Alexander,Abdominal Strain Injury Management,Available
1827,"Mar 10, 6:30 PM",Jalen Williams,Right Wrist Sprain,Available
1828,"Mar 10, 6:30 PM",Jordan Clarkson,Left Fourth Finger Sprain,Questionable
1829,"Mar 10, 6:30 PM",Anfernee Simons,Right Ankle Sprain,Available
1830,"Mar 10, 6:30 PM",Brandon Ingram,Right Ankle Sprain,Questionable
1831,"Mar 10, 6:30 PM",Kevin Love,Right Rib Contusion,Available
1832,"Mar 10, 6:30 PM",Kennedy Chandler,G League - On Assignment,Out
1833,"Mar 10, 6:30 PM",Kenneth Lofton,G League - Two-Way,Out
1834,"Mar 10, 6:30 PM",Kevin Porter,Left Thigh Contusion,Probable
1835,"Mar 10, 6:30 PM",TyTy Washington,G League - On Assignment,Available
1836,Mar 10 5:30 PM,Tyrese Haliburton,Bruised Left Knee,Questionable
1837,Mar 10 5:30 PM,Myles Turner,Sore Low Back,Questionable
1838,Mar 10 5:30 PM,Bennedict Mathurin,Right Ankle Sprain,Out
1839,Mar 10 5:30 PM,TJ McConnell,Sore Back,Questionable
1840,Mar 10 5:30 PM,Jaden Ivey,Health and Safety Protocols,Out
1841,Mar 10 5:30 PM,Marvin Bagley III,Right Ankle Soreness,Probable
1842,Mar 10 5:30 PM,Jared Rhoden,G League - Two-Way,Available
1843,Mar 10 5:30 PM,Buddy Boeheim,G League - Two-Way,Available
1844,Mar 10 5:30 PM,Mark Williams,Right Thumb Sprain,Questionable
1845,Mar 10 5:30 PM,Terry Taylor,G League - Two-Way,Available
1846,Mar 10 5:30 PM,Carlik Jones,G League - On Assignment,Available
1847,Mar 10 5:30 PM,Wendell Carter Jr,Left Hip Pain,Available
1848,"Mar 10, 2:30 PM",Giannis Antetokounmpo,Right Hand Soreness,Questionable
1849,"Mar 10, 2:30 PM",Goran Dragic,Left Knee Soreness,Probable
1850,"Mar 10, 2:30 PM",Austin Rivers,Back Spasms,Questionable
1851,"Mar 10, 1:30 PM",Spencer Dinwiddie,Rest,Available
1852,"Mar 10, 1:30 PM",Nic Claxton,Right Thumb Sprain Left Achilles Tendinopathy,Available
1853,"Mar 10, 1:30 PM",Royce O'Neale,Left Knee Soreness,Available
1854,"Mar 10, 1:30 PM",Cameron Johnson,Right Knee Soreness,Available
1855,Mar 10 12:30 PM,Duncan Robinson,Illness,Out
1856,Mar 10 11:30 AM,Darius Garland,Right Quadricep Contusion,Questionable
1857,Mar 9 9:30 PM,Jalen Brunson,Left Foot Sore,Available
1858,Mar 9 7:30 PM,D'Angelo Russell,Right Ankle Sprain,Probable
1859,Mar 9 7:30 PM,Anthony Davis,Right Foot Stress Injury,Probable
1860,Mar 9 7:30 PM,Kevon Looney,Back Soreness,Available
1861,Mar 9 7:30 PM,Jonathan Kuminga,Right Ankle Sprain,Out
1862,Mar 9 7:30 PM,Andre Iguodala,Right Hip Soreness,Available
1863,Mar 9 6:30 PM,Tre Jones,Left Foot Injury Management,Available
1864,Mar 9 6:30 PM,Zach Collins,Left Ankle Soreness,Available
1865,Mar 9 6:30 PM,Jeremy Sochan,Right Knee Soreness,Probable
1866,Mar 9 6:30 PM,Doug McDermott,Right Thumb Sprain,Probable
1867,Mar 9 6:30 PM,Romeo Langford,Left Adductor Tightness,Probable
1868,Mar 9 6:30 PM,Killian Hayes,Left Hand Contusion,Available
1869,Mar 9 6:30 PM,Jalen Duren,Bilateral Ankle Soreness,Available
1870,Mar 9 6:30 PM,Aaron Nesmith,Left Hip Soreness,Available
1871,Mar 9 6:30 PM,Trevelin Queen,G League - Two-Way,Out
1872,Mar 9 6:30 PM,Jake LaRavia,Back Soreness,Out
1873,"Mar 9, 5:30 PM",Jordan Clarkson,Left Fourth Finger Sprain,Out
1874,"Mar 9, 5:30 PM",Walker Kessler,Non-COVID Illness,Available
1875,"Mar 9, 5:30 PM",Anfernee Simons,Right Ankle Sprain,Questionable
1876,"Mar 9, 5:30 PM",Will Barton,Non-COVID Illness,Probable
1877,"Mar 9, 5:30 PM",Vlatko Cancar,Right Wrist Sprain,Questionable
1878,"Mar 9, 5:30 PM",Luka Garza,G League - Two-Way,Out
1879,"Mar 9, 5:30 PM",Matt Ryan,G League - Two-Way,Out
1880,"Mar 9, 4:30 PM",Admiral Schofield,Concussion,Available
1881,"Mar 9, 3:30 PM",Kevin Love,Right Rib Contusion,Probable
1882,"Mar 9, 2:30 PM",James Harden,Left Foot Soreness,Available
1883,"Mar 9, 1:30 PM",Giannis Antetokounmpo,Right Hand Soreness,Out
1884,"Mar 9, 1:30 PM",Jrue Holiday,Neck Soreness,Available
1885,"Mar 9, 1:30 PM",Jae Crowder,Right Ankle Soreness,Available
1886,"Mar 8, 9:30 PM",Kevin Durant,Left Ankle Soreness,Out
1887,"Mar 8, 9:30 PM",De'Aaron Fox,Left Hamstring Soreness,Available
1888,"Mar 8, 9:30 PM",Neemias Queta,G League - Two-Way,Out
1889,"Mar 8, 9:30 PM",Keon Ellis,G League - Two-Way,Out
1890,"Mar 8, 9:30 PM",Will Barton,Non-COVID Illness,Out
1891,"Mar 8, 8:30 PM",Jalen Brunson,Left Foot Sore,Questionable
1892,"Mar 8, 8:30 PM",Moses Brown,Sore Left Foot,Out
1893,"Mar 8, 8:30 PM",Vlatko Cancar,Right Wrist Sprain,Out
1894,"Mar 8, 8:30 PM",Michael Porter Jr,Non-COVID Illness,Available
1895,Mar 8 7:30 PM,Spencer Dinwiddie,Rest,Out
1896,Mar 8 6:30 PM,Nic Claxton,Right Thumb Sprain,Out
1897,Mar 8 6:30 PM,Royce O'Neale,Left Knee Soreness,Out
1898,Mar 8 6:30 PM,Cameron Johnson,Right Knee Soreness,Out
1899,Mar 8 6:30 PM,Dru Smith,G League - Two-Way,Available
1900,Mar 8 6:30 PM,David Duke,G League - Two-Way,Available
1901,Mar 8 6:30 PM,Kevon Looney,Back Soreness,Probable
1902,Mar 8 6:30 PM,Jonathan Kuminga,Left Ankle Sprain,Probable
1903,Mar 8 6:30 PM,Andre Iguodala,Right Hip Soreness,Probable
1904,Mar 8 6:30 PM,Reggie Bullock,Right Quadricep Contusion,Out
1905,Mar 8 6:30 PM,Jusuf Nurkic,Left Calf Strain,Available
1906,Mar 8 6:30 PM,Kevin Love,Right Rib Contusion,Available
1907,Mar 8 6:30 PM,Payton Pritchard,Left Heel Pain,Out
1908,Mar 8 6:30 PM,JD Davison,G League - Two-Way,Available
1909,Mar 8 6:30 PM,Jake LaRavia,Back Soreness,Questionable
1910,Mar 8 6:30 PM,Kennedy Chandler,Non-COVID Illness,Available
1911,Mar 8 5:30 PM,Giannis Antetokounmpo,Non-COVID Illness,Probable
1912,Mar 8 5:30 PM,Jrue Holiday,Neck Soreness,Probable
1913,Mar 8 5:30 PM,Jae Crowder,Right Ankle Soreness,Probable
1914,Mar 8 5:30 PM,Jordan Clarkson,Left Hand Finger Sprain,Questionable
1915,Mar 8 5:30 PM,Walker Kessler,Non-COVID Illness,Questionable
1916,Mar 8 5:30 PM,Micah Potter,G League - Two-Way,Out
1917,Mar 8 5:30 PM,Aaron Nesmith,Left Hip Soreness,Questionable
1918,Mar 8 5:30 PM,Trevelin Queen,G League - Two-Way,Questionable
1919,Mar 8 5:30 PM,Jared Rhoden,G League - Two-Way,Out
1920,Mar 8 5:30 PM,Buddy Boeheim,G League - Two-Way,Out
1921,Mar 8 5:30 PM,Kevin Porter,Left Thigh Contusion,Out
1922,Mar 8 5:30 PM,TyTy Washington,G League - On Assignment,Out
1923,"Mar 8, 4:30 PM",Monte Morris,Low Back Soreness,Available
1924,"Mar 8, 4:30 PM",Gary Harris,Left Adductor Soreness,Available
1925,"Mar 8, 4:30 PM",Admiral Schofield,Concussion,Probable
1926,"Mar 8, 3:30 PM",Killian Hayes,Left Hand Contusion,Probable
1927,"Mar 8, 3:30 PM",Jalen Duren,Bilateral Ankle Soreness,Probable
1928,"Mar 8, 3:30 PM",Will Barton,Non-COVID Illness,Questionable
1929,"Mar 8, 2:30 PM",Shai Gilgeous-Alexander,Abdominal Strain/ Injury Management,Out
1930,"Mar 8, 2:30 PM",Brandon Boston Jr,Tailbone Contusion,Out
1931,Mar 8 1:30 PM,Monte Morris,Low Back Soreness,Questionable
1932,Mar 8 1:30 PM,Johnny Davis,G League - On Assignment,Available
1933,Mar 8 1:30 PM,Jay Huff,G League - Two-Way,Available
1934,Mar 8 1:30 PM,Reggie Bullock,Right Quadricep Contusion,Doubtful
1935,Mar 8 1:30 PM,Maxi Kleber,Right Hamstring Injury Recovery,Out
1936,Mar 8 1:30 PM,Kevin Love,Right Rib Contusion,Probable
1937,"Mar 7, 9:30 PM",D'Angelo Russell,Right Ankle Sprain,Out
1938,"Mar 7, 9:30 PM",Anthony Davis,Right Foot Stress injury,Available
1939,"Mar 7, 9:30 PM",Jake LaRavia,Back Soreness,Out
1940,"Mar 7, 9:30 PM",Kennedy Chandler,Non-COVID Illness,Out
1941,Mar 7 8:30 PM,Brandon Boston Jr,G League - On Assignment,Available
1942,Mar 7 7:30 PM,James Harden,Left Foot Soreness,Out
1943,Mar 7 7:30 PM,Tobias Harris,Left Calf Contusion,Available
1944,Mar 7 7:30 PM,PJ Tucker,Back Spasms,Available
1945,Mar 7 7:30 PM,Jordan Clarkson,Left Hand Fourth Finger Sprain,Out
1946,Mar 7 7:30 PM,Kyle Kuzma,Right Knee Soreness,Available
1947,Mar 7 7:30 PM,Kevon Looney,Back Soreness,Available
1948,Mar 7 7:30 PM,Draymond Green,Left Hand Soreness,Available
1949,Mar 7 7:30 PM,Maxi Kleber,Right Hamstring Tear,Available
1950,Mar 7 7:30 PM,JaVale McGee,Right Ankle Sprain,Out
1951,Mar 7 7:30 PM,Austin Rivers,Neck Soreness,Available
1952,"Mar 7, 6:30 PM",Jalen Brunson,Sore Left Foot,Out
1953,"Mar 7, 6:30 PM",Walker Kessler,Non-COVID Illness,Out
1954,"Mar 7, 6:30 PM",Andre Iguodala,Right Hip Soreness,Available
1955,"Mar 7, 6:30 PM",Kennedy Chandler,Non-COVID Illness,Questionable
1956,"Mar 7, 6:30 PM",Dylan Windler,G League - On Assignment,Out
1957,"Mar 7, 5:30 PM",Jayson Tatum,Left Knee Contusion,Available
1958,"Mar 7, 5:30 PM",Al Horford,Low Back Stiffness,Available
1959,"Mar 7, 5:30 PM",Payton Pritchard,Left Heel Pain,Questionable
1960,"Mar 7, 5:30 PM",Monte Morris,Low Back Soreness,Out
1961,"Mar 7, 5:30 PM",Jusuf Nurkic,Left Calf Strain,Questionable
1962,"Mar 7, 5:30 PM",Josh Richardson,Personal Reasons,Available
1963,"Mar 7, 5:30 PM",Kevin Love,Right Rib Contusion,Questionable
1964,"Mar 7, 4:30 PM",Gary Harris,Left Adductor Soreness,Out
1965,"Mar 7, 4:30 PM",Wendell Carter Jr,Left Hip Pain,Out
1966,Mar 7 3:30 PM,Kevon Looney,Back Soreness,Questionable
1967,Mar 7 3:30 PM,Michael Porter Jr,Non-COVID Illness,Probable
1968,Mar 7 3:30 PM,Vlatko Cancar,Right Wrist Sprain,Questionable
1969,Mar 7 2:30 PM,Jordan Clarkson,Left Hand Fourth Finger Sprain,Questionable
1970,Mar 7 2:30 PM,Terry Taylor,G League - Two-Way,Out
1971,Mar 7 2:30 PM,Justin Lewis,Right Knee ACL Reconstruction,Out
1972,Mar 7 1:30 PM,James Harden,Left Foot Soreness,Questionable
1973,Mar 7 1:30 PM,Tobias Harris,Left Calf Contusion,Questionable
1974,Mar 7 1:30 PM,PJ Tucker,Back Spasms,Questionable
1975,Mar 7 1:30 PM,Jalen Williams,Right Wrist Sprain,Out
1976,Mar 7 1:30 PM,Alec Burks,Left Foot Soreness,Out
1977,Mar 7 1:30 PM,Hamidou Diallo,Right Ankle Sprain,Out
1978,Mar 7 1:30 PM,Rodney McGruder,Left Ankle Sprain,Available
1979,Mar 7 1:30 PM,JaVale McGee,Right Ankle Sprain,Doubtful
1980,"Mar 7, 12:30 PM",Giannis Antetokounmpo,Non-COVID Illness,Out
1981,"Mar 7, 12:30 PM",Jrue Holiday,Neck Soreness,Out
1982,Mar 7 11:30 AM,Walker Kessler,Non-COVID Illness,Questionable
1983,Mar 7 11:30 AM,Micah Potter,G League - Two-Way,Available
1984,Mar 7 11:30 AM,JaVale McGee,Right Ankle Sprain,Questionable
1985,Mar 6 9:30 PM,De'Aaron Fox,Left Hamstring Soreness,Out
1986,Mar 6 9:30 PM,Richaun Holmes,Non-COVID Illness,Available
1987,Mar 6 9:30 PM,Jonas Valanciunas,Left Calf Contusion,Available
1988,Mar 6 8:30 PM,D'Angelo Russell,Right Ankle Sprain,Questionable
1989,Mar 6 8:30 PM,Anthony Davis,Right Foot Stress Injury,Probable
1990,Mar 6 8:30 PM,Mo Bamba,Left Ankle Sprain,Out
1991,Mar 6 8:30 PM,Dillon Brooks,League Suspension,Available
1992,Mar 6 8:30 PM,Jake LaRavia,Back Soreness,Questionable
1993,Mar 6 8:30 PM,Thomas Bryant,Right Ankle Sprain/Hip Contusion,Available
1994,Mar 6 8:30 PM,Vlatko Cancar,Right Wrist Sprain,Out
1995,Mar 6 8:30 PM,Michael Porter Jr,Non-COVID Illness,Available
1996,"Mar 6, 6:30 PM",Donovan Mitchell,Left Hand Finger Sprain,Available
1997,"Mar 6, 6:30 PM",Tyrese Haliburton,Right Calf Soreness,Available
1998,"Mar 6, 6:30 PM",Myles Turner,Lower Back Soreness,Available
1999,"Mar 6, 6:30 PM",Aaron Nesmith,Left Hip Soreness,Out
2000,"Mar 6, 6:30 PM",Trevelin Queen,G League - Two-Way,Out
2001,"Mar 6, 6:30 PM",Tobias Harris,Left Calf Contusion,Out
2002,"Mar 6, 6:30 PM",PJ Tucker,Back Spasms,Out
2003,"Mar 6, 6:30 PM",Kyle Kuzma,Right Knee Soreness,Questionable
2004,"Mar 6, 6:30 PM",Monte Morris,Low Back Soreness,Questionable
2005,"Mar 6, 6:30 PM",Draymond Green,Left Hand Soreness,Probable
2006,"Mar 6, 6:30 PM",Andre Iguodala,Right Hip Soreness,Probable
2007,"Mar 6, 6:30 PM",Jalen Williams,Right Wrist Sprain,Questionable
2008,"Mar 6, 6:30 PM",Killian Hayes,Left Hand Contusion,Out
2009,"Mar 6, 6:30 PM",Rodney McGruder,Left Ankle Sprain,Out
2010,"Mar 6, 6:30 PM",James Wiseman,Left Knee Soreness,Available
2011,"Mar 6, 6:30 PM",Austin Rivers,Neck Soreness,Probable
2012,"Mar 6, 6:30 PM",Wendell Moore,G League - On Assignment,Available
2013,"Mar 6, 5:30 PM",Giannis Antetokounmpo,Right Knee Soreness,Probable
2014,"Mar 6, 5:30 PM",Jrue Holiday,Neck Soreness,Questionable
2015,"Mar 6, 5:30 PM",Khris Middleton,Right Knee Injury Management,Available
2016,"Mar 6, 5:30 PM",Goran Dragic,Left Knee Soreness,Out
2017,"Mar 6, 5:30 PM",Lauri Markkanen,Low Back Soreness,Available
2018,"Mar 6, 5:30 PM",Edmond Sumner,Personal Reasons,Available
2019,"Mar 6, 5:30 PM",Dru Smith,G League - Two-Way,Out
2020,"Mar 6, 5:30 PM",David Duke,G League - Two-Way,Out
2021,"Mar 6, 5:30 PM",Gary Harris,Left Adductor Soreness,Questionable
2022,"Mar 6, 5:30 PM",Admiral Schofield,Concussion,Out
2023,"Mar 6, 5:30 PM",Wendell Carter Jr,Left Hip Pain,Questionable
2024,"Mar 6, 3:30 PM",Jalen Brunson,Sore Left Foot,Questionable
2025,"Mar 6, 3:30 PM",Myles Turner,Lower Back Soreness,Questionable
2026,Mar 6 2:30 PM,Michael Porter Jr,Non-COVID Illness,Questionable
2027,Mar 6 2:30 PM,Maxi Kleber,Right Hamstring Tear,Questionable
2028,"Mar 6, 1:30 PM",Jayson Tatum,Left Knee Contusion,Out
2029,"Mar 6, 1:30 PM",Al Horford,Low Back Stiffness,Out
2030,"Mar 6, 1:30 PM",Malcolm Brogdon,Right Ankle Soreness,Available
2031,"Mar 6, 12:30 PM",Tyrese Haliburton,Right Calf Soreness,Questionable
2032,"Mar 6, 12:30 PM",Aaron Nesmith,Left Hip Soreness,Questionable
2033,"Mar 6, 12:30 PM",Trevelin Queen,G League - Two-Way,Questionable
2034,"Mar 6, 12:30 PM",Kevin Love,Right Rib Contusion,Out
2035,"Mar 6, 12:30 PM",Jamal Cain,G League - Two-Way,Available
2036,"Mar 6, 12:30 PM",Omer Yurtseven,G League - On Assignment,Available
2037,Mar 6 11:30 AM,Jack White,G League - Two-Way,Available
2038,Mar 6 10:30 PM,Jake LaRavia,Back Soreness,Out
2039,Mar 6 10:30 PM,Vince Williams,Right Shoulder Soreness,Out
2040,"Mar 5, 9:30 PM",Ivica Zubac,Right Calf Soreness,Available
2041,"Mar 5, 7:30 PM",De'Aaron Fox,Left Hamstring Soreness,Questionable
2042,"Mar 5, 7:30 PM",Neemias Queta,G League - Two-Way,Available
2043,"Mar 5, 7:30 PM",Richaun Holmes,Non-COVID Illness,Questionable
2044,"Mar 5, 7:30 PM",Keon Ellis,G League - Two-Way,Available
2045,"Mar 5, 7:30 PM",Jonas Valanciunas,Left Calf Contusion,Questionable
2046,"Mar 5, 6:30 PM",Jalen Brunson,Sore Left Foot,Out
2047,"Mar 5, 6:30 PM",Malcolm Brogdon,Right Ankle Soreness,Out
2048,"Mar 5, 6:30 PM",Deni Avdija,Stomach Gastroenteritis,Available
2049,"Mar 5, 5:30 PM",Donovan Mitchell,Left Hand Finger Sprain,Questionable
2050,"Mar 5, 5:30 PM",Dylan Windler,G League - On Assignment,Available
2051,"Mar 5, 5:30 PM",Alec Burks,Left Foot Soreness,Available
2052,"Mar 5, 5:30 PM",Killian Hayes,Left Hand Contusion,Questionable
2053,"Mar 5, 5:30 PM",Rodney McGruder,Left Ankle Sprain,Questionable
2054,"Mar 5, 5:30 PM",James Wiseman,Left Knee Soreness,Questionable
2055,"Mar 5, 5:30 PM",Yuta Watanabe,Back Soreness,Available
