,Date,Player,Injury,Status
4495,Jan 14 2:30 PM,Taurean Prince,Left Ankle Sprain,Questionable
4496,Jan 14 12:30 PM,Bogdan Bogdanovic,Left Quad Soreness,Questionable
4497,Jan 14 12:30 PM,Myles Turner,Back Spasms,Questionable
4498,Jan 14 12:30 PM,Oshae Brissett,Left Hamstring Soreness,Questionable
4499,Jan 14 12:30 PM,Aaron Nesmith,Non-COVID Illness,Questionable
4500,Jan 14 12:30 PM,Trevelin Queen,G League - Two-Way,Questionable
4501,Jan 14 12:30 PM,Georges Niang,Non-COVID Illness,Questionable
4502,"Jan 14, 11:30 AM",Giannis Antetokounmpo,Left Knee Soreness,Out
4503,"Jan 14, 11:30 AM",Donovan Mitchell,Illness,Questionable
4504,"Jan 14, 11:30 AM",Caleb Martin,Left Quadriceps Strain,Out
4505,"Jan 14, 11:30 AM",Tyler Herro,Left Achilles Soreness,Out
4506,"Jan 14, 11:30 AM",Udonis Haslem,Right Achilles Tendinosis,Available
4507,"Jan 14, 12:30 AM",Admiral Schofield,Coach's Decision,Available
4508,"Jan 13, 9:30 PM",Bruce Brown,Left Calf Soreness,Available
4509,"Jan 13, 9:30 PM",Jamal Murray,Left Ankle Sprain,Available
4510,"Jan 13, 9:30 PM",Kevin Huerter,Return to Competition Reconditioning,Out
4511,"Jan 13, 8:30 PM",Mike Conley,Rest,Out
4512,"Jan 13, 8:30 PM",Jalen Suggs,Right Ankle Soreness,Available
4513,"Jan 13, 8:30 PM",Admiral Schofield,Coach's Decision,Out
4514,"Jan 13, 7:30 PM",DeMar DeRozan,Right Quadricep Strain,Out
4515,"Jan 13, 7:30 PM",Zach LaVine,Right Hand Contusion,Available
4516,"Jan 13, 7:30 PM",Anthony Edwards,Left Hip Soreness,Available
4517,"Jan 13, 7:30 PM",Kyle Anderson,Illness,Available
4518,"Jan 13, 7:30 PM",Taurean Prince,Left Ankle Sprain,Available
4519,"Jan 13, 7:30 PM",Christian Wood,Right Ankle Sprain,Questionable
4520,"Jan 13, 7:30 PM",Damian Lillard,Left Ankle Sprain,Questionable
4521,"Jan 13, 7:30 PM",Gary Payton II,Right Ankle Sprain,Probable
4522,"Jan 13, 7:30 PM",Collin Sexton,Right Hamstring Injury,Available
4523,"Jan 13, 7:30 PM",Talen Horton-Tucker,Right Ankle Sprain,Available
4524,"Jan 13, 7:30 PM",Isaiah Joe,G/I Symptoms,Out
4525,"Jan 13, 7:30 PM",Eugene Omoruyi,G League - Two-Way,Out
4526,Jan 13 6:30 PM,Deandre Ayton,Left Ankle Sprain,Available
4527,Jan 13 6:30 PM,Tobias Harris,Left Knee Soreness,Questionable
4528,Jan 13 6:30 PM,Jaden Springer,G League - On Assignment,Available
4529,Jan 13 6:30 PM,Myles Turner,Back Spasms,Out
4530,Jan 13 6:30 PM,Oshae Brissett,Left Hamstring Soreness,Available
4531,Jan 13 6:30 PM,Aaron Nesmith,Non-COVID Illness,Out
4532,Jan 13 6:30 PM,Trevelin Queen,G League - Two-Way,Available
4533,Jan 13 6:30 PM,Herb Jones,Right Low Back Contusion,Out
4534,"Jan 13, 5:30 PM",Giannis Antetokounmpo,Left Knee Soreness,Questionable
4535,"Jan 13, 5:30 PM",Tyler Herro,Left Achilles Soreness,Questionable
4536,"Jan 13, 5:30 PM",Caleb Martin,Left Quadriceps Strain,Probable
4537,"Jan 13, 5:30 PM",Dewayne Dedmon,Team Suspension,Available
4538,"Jan 13, 5:30 PM",Udonis Haslem,Right Achilles Tendinosis,Probable
4539,"Jan 13, 5:30 PM",Kristaps Porzingis,Right Rib Contusion,Available
4540,"Jan 13, 5:30 PM",Monte Morris,Right Hamstring Soreness,Out
4541,"Jan 13, 5:30 PM",Daniel Gafford,Right Ankle Sprain,Available
4542,"Jan 13, 5:30 PM",Al Horford,Low Back Stiffness,Available
4543,"Jan 13, 5:30 PM",Malcolm Brogdon,Personal Reasons,Questionable
4544,"Jan 13, 5:30 PM",Brandon Clarke,Left Hip Soreness,Questionable
4545,"Jan 13, 5:30 PM",Dillon Brooks,Right Ankle Soreness,Questionable
4546,"Jan 13, 5:30 PM",John Konchar,Non-COVID Illness,Out
4547,"Jan 13, 5:30 PM",Jake LaRavia,G League - On Assignment,Available
4548,"Jan 13, 5:30 PM",Vince Williams,G League - Two-Way,Available
4549,"Jan 13, 5:30 PM",Isaiah Stewart,Left Shoulder Soreness,Out
4550,"Jan 13, 5:30 PM",Gordon Hayward,Left Hamstring Soreness,Doubtful
4551,"Jan 13, 5:30 PM",Mamadi Diakite,G League - Two-Way,Available
4552,Jan 13 3:30 PM,Giannis Antetokounmpo,Left Knee Soreness,Available
4553,Jan 13 3:30 PM,Grayson Allen,Right Ankle Sprain,Available
4554,Jan 13 3:30 PM,Joe Ingles,Left Knee Injury Management,Available
4555,Jan 13 3:30 PM,Vernon Carey,Right Quad Contusion,Out
4556,"Jan 13, 2:30 PM",Nikola Jokic,Right Wrist Injury Management,Out
4557,"Jan 13, 2:30 PM",Jeff Dowtin,G League - Two-Way,Out
4558,Jan 13 1:30 PM,Vernon Carey,G League - On Assignment,Available
4559,Jan 13 11:30 AM,Johnny Davis,G League - On Assignment,Out
4560,Jan 13 11:30 AM,Vernon Carey,G League - On Assignment,Out
4561,"Jan 13, 10:30 AM",Cory Joseph,Personal Reasons,Out
4562,"Jan 12, 9:30 PM",LeBron James,Left Ankle Soreness,Available
4563,"Jan 12, 9:30 PM",Jarrett Allen,Illness,Available
4564,"Jan 12, 9:30 PM",Ricky Rubio,Left Knee ACL Surgery,Available
4565,"Jan 12, 9:30 PM",Damian Lillard,Left Ankle Sprain,Available
4566,"Jan 12, 9:30 PM",Gary Payton II,Right Ankle Sprain,Available
4567,"Jan 12, 9:30 PM",Dwight Powell,Right Hip Contusion,Available
4568,Jan 12 8:30 PM,Kevin Huerter,Non-COVID Illness,Questionable
4569,Jan 12 8:30 PM,Neemias Queta,G League - Two-Way,Out
4570,Jan 12 8:30 PM,Jason Preston,G League - On Assignment,Out
4571,Jan 12 8:30 PM,Troy Brown,Left Quad Strain,Available
4572,Jan 12 8:30 PM,Kevin Porter,Left Foot Contusion,Out
4573,Jan 12 7:30 PM,Mamadi Diakite,G League - Two-Way,Out
4574,Jan 12 6:30 PM,Jaylen Brown,Right Adductor Tightness,Out
4575,Jan 12 6:30 PM,Anthony Edwards,Left Hip Soreness,Questionable
4576,Jan 12 6:30 PM,Kyle Anderson,Illness,Questionable
4577,Jan 12 6:30 PM,Taurean Prince,Left Ankle Sprain,Questionable
4578,Jan 12 6:30 PM,Wendell Moore,G League - On Assignment,Available
4579,Jan 12 6:30 PM,Deandre Ayton,Left Ankle Sprain,Questionable
4580,Jan 12 6:30 PM,Gordon Hayward,Left Hamstring Soreness,Out
4581,Jan 12 6:30 PM,Udonis Haslem,Right Achilles Tendinosis,Available
4582,"Jan 12, 5:30 PM",Trae Young,Non-COVID Illness,Available
4583,"Jan 12, 5:30 PM",Jarrett Culver,G League - Two-Way,Out
4584,"Jan 12, 5:30 PM",DeMar DeRozan,Right Quadricep Strain,Doubtful
4585,"Jan 12, 5:30 PM",Zach LaVine,Right Hand Contusion,Probable
4586,"Jan 12, 5:30 PM",Tyrese Haliburton,"Left Knee, Elbow Sprains",Out
4587,"Jan 12, 5:30 PM",Myles Turner,Back Spasms,Questionable
4588,"Jan 12, 5:30 PM",Oshae Brissett,Left Hamstring Soreness,Questionable
4589,"Jan 12, 5:30 PM",Aaron Nesmith,Non-COVID Illness,Questionable
4590,"Jan 12, 5:30 PM",Trevelin Queen,G League - Two-Way,Questionable
4591,"Jan 12, 5:30 PM",Kristaps Porzingis,Right Rib Contusion,Questionable
4592,"Jan 12, 5:30 PM",Monte Morris,Right Hamstring Soreness,Questionable
4593,"Jan 12, 5:30 PM",Daniel Gafford,Right Ankle Sprain,Questionable
4594,"Jan 12, 5:30 PM",Johnny Davis,Right Hip Strain,Questionable
4595,"Jan 12, 5:30 PM",Vernon Carey,Right Quad Contusion,Questionable
4596,"Jan 12, 5:30 PM",Isaiah Todd,G League - On Assignment,Out
4597,"Jan 12, 5:30 PM",Nic Claxton,Left Shoulder Impingement,Available
4598,"Jan 12, 5:30 PM",Isaiah Stewart,Left Shoulder Soreness,Questionable
4599,"Jan 12, 5:30 PM",Herb Jones,Right Low Back Contusion,Questionable
4600,Jan 12 4:30 PM,Nikola Jokic,Right Wrist Injury Management,Questionable
4601,Jan 12 4:30 PM,Bruce Brown,Left Calf Soreness,Probable
4602,Jan 12 4:30 PM,Jamal Murray,Left Ankle Sprain,Probable
4603,Jan 12 4:30 PM,Collin Sexton,Right Hamstring Injury,Questionable
4604,Jan 12 4:30 PM,Talen Horton-Tucker,Right Ankle Sprain,Questionable
4605,Jan 12 4:30 PM,Micah Potter,G League - Two-Way,Out
4606,Jan 12 4:30 PM,Leandro Bolmaro,Illness,Available
4607,Jan 12 4:30 PM,Johnny Juzang,G League - Two-Way,Out
4608,Jan 12 4:30 PM,Jalen Suggs,Right Ankle Soreness,Questionable
4609,Jan 12 3:30 PM,Bam Adebayo,Right Wrist Contusion,Available
4610,Jan 12 3:30 PM,Haywood Highsmith,Left Patellar Tendinitis,Available
4611,Jan 12 3:30 PM,Udonis Haslem,Right Achilles Tendinosis,Probable
4612,Jan 12 2:30 PM,Patrick Beverley,Non-COVID Illness,Out
4613,Jan 12 1:30 PM,Giannis Antetokounmpo,Left Knee Soreness,Out
4614,Jan 12 1:30 PM,Grayson Allen,Right Ankle Sprain,Out
4615,Jan 12 1:30 PM,Joe Ingles,Left Knee Injury Management,Out
4616,Jan 12 1:30 PM,Jaylen Brown,Left Adductor Tightness,Questionable
4617,Jan 12 1:30 PM,Marcus Smart,Left Knee Contusion,Available
4618,Jan 12 1:30 PM,Al Horford,Low Back Stiffness,Out
4619,Jan 12 1:30 PM,Robert Williams,Left Knee Injury Management,Available
4620,Jan 11 11:30 PM,Dewayne Dedmon,Team Suspension,Out
4621,Jan 11 8:30 PM,Kevin Huerter,Non-COVID Illness,Out
4622,Jan 11 8:30 PM,Bruce Brown,Right Thumb Sprain,Available
4623,Jan 11 8:30 PM,Bones Hyland,Left Thigh Contusion,Available
4624,Jan 11 8:30 PM,Zeke Nnaji,Right Knee Contusion,Available
4625,Jan 11 8:30 PM,LeBron James,Left Ankle Soreness,Probable
4626,Jan 11 8:30 PM,Patrick Beverley,Right Hip Soreness,Questionable
4627,Jan 11 8:30 PM,Troy Brown,Left Quad Strain,Probable
4628,Jan 11 8:30 PM,Damian Lillard,Left Ankle Sprain,Questionable
4629,Jan 11 8:30 PM,Gary Payton II,Right Ankle Sprain,Probable
4630,Jan 11 7:30 PM,Jarrett Allen,Illness,Probable
4631,Jan 11 7:30 PM,Ricky Rubio,Left Knee ACL Surgery,Questionable
4632,Jan 11 7:30 PM,Keldon Johnson,Left Hamstring Tightness,Available
4633,Jan 11 7:30 PM,Keita Bates-Diop,Right Ankle Sprain,Available
4634,Jan 11 7:30 PM,Oshae Brissett,Left Hamstring Soreness,Out
4635,Jan 11 7:30 PM,Trevelin Queen,G League - Two-Way,Out
4636,Jan 11 7:30 PM,Vince Williams,G League - Two-Way,Out
4637,Jan 11 6:30 PM,Anthony Edwards,Left Hip Soreness,Available
4638,Jan 11 6:30 PM,Kyle Anderson,Illness,Out
4639,Jan 11 6:30 PM,Marcus Smart,Left Knee Contusion,Out
4640,Jan 11 6:30 PM,Robert Williams,Left Knee Injury Management,Out
4641,Jan 11 6:30 PM,RJ Barrett,Right Index Finger lacerated,Available
4642,Jan 11 6:30 PM,Corey Kispert,Back Lower back soreness,Available
4643,Jan 11 6:30 PM,Vernon Carey,Right Quad Contusion,Out
4644,Jan 11 6:30 PM,Aaron Nesmith,Non-COVID Illness,Out
4645,Jan 11 6:30 PM,TJ McConnell,Right Shoulder Soreness,Available
4646,Jan 11 6:30 PM,Herb Jones,Right Low Back Contusion,Out
4647,"Jan 11, 5:30 PM",Kevin Durant,Right Knee MCL Sprain,Out
4648,"Jan 11, 5:30 PM",Nic Claxton,Left Shoulder Impingement,Probable
4649,"Jan 11, 5:30 PM",Day'Ron Sharpe,G League - On Assignment,Available
4650,"Jan 11, 5:30 PM",Kessler Edwards,G League - On Assignment,Available
4651,"Jan 11, 5:30 PM",David Duke,G League - Two-Way,Available
4652,"Jan 11, 5:30 PM",Alondes Williams,G League - Two-Way,Available
4653,"Jan 11, 5:30 PM",DeMar DeRozan,Right Quadricep Strain,Out
4654,"Jan 11, 5:30 PM",Alex Caruso,Right Ankle Sprain,Available
4655,Jan 11 4:30 PM,Bam Adebayo,Right Wrist Contusion,Probable
4656,Jan 11 4:30 PM,Dewayne Dedmon,Left Foot Plantar Fasciitis,Questionable
4657,Jan 11 4:30 PM,Haywood Highsmith,Left Patellar Tendinitis,Probable
4658,Jan 11 4:30 PM,Udonis Haslem,Right Achilles Tendinosis,Questionable
4659,Jan 11 4:30 PM,Kristaps Porzingis,Right Rib Contusion,Out
4660,Jan 11 4:30 PM,Daniel Gafford,Right Ankle Sprain,Out
4661,Jan 11 4:30 PM,Vernon Carey,Right Quad Contusion,Questionable
4662,Jan 11 4:30 PM,Bojan Bogdanovic,Left Calf Soreness,Available
4663,Jan 11 4:30 PM,Isaiah Livers,Right Shoulder Sprain,Available
4664,Jan 11 4:30 PM,Dwight Powell,Right Hip Contusion,Questionable
4665,Jan 11 4:30 PM,Kyle Anderson,Illness,Questionable
4666,Jan 11 4:30 PM,Gordon Hayward,Left Hamstring Soreness,Doubtful
4667,"Jan 11, 3:30 PM",Charles Bassey,G League - Two-Way,Out
4668,"Jan 11, 3:30 PM",Isaiah Todd,G League - On Assignment,Available
4669,Jan 11 2:30 PM,Kevin Huerter,Non-COVID Illness,Questionable
4670,Jan 11 2:30 PM,Neemias Queta,G League - Two-Way,Available
4671,Jan 11 2:30 PM,Keon Ellis,G League - Two-Way,Available
4672,Jan 11 2:30 PM,Jaden Springer,G League - On Assignment,Out
4673,"Jan 11, 1:30 PM",Trae Young,Non-COVID Illness,Out
4674,"Jan 11, 1:30 PM",DeMar DeRozan,Right Quadricep Strain,Doubtful
4675,"Jan 11, 1:30 PM",Bojan Bogdanovic,Left Calf Soreness,Probable
4676,"Jan 11, 1:30 PM",Isaiah Livers,Right Shoulder Sprain,Probable
4677,"Jan 11, 1:30 PM",Jared Rhoden,G League - Two-Way,Out
4678,"Jan 11, 11:30 AM",Luka Garza,G League - Two-Way,Available
4679,"Jan 10, 9:30 PM",Luka Doncic,Left Ankle Soreness,Available
4680,"Jan 10, 9:30 PM",Klay Thompson,Left Knee Soreness,Available
4681,"Jan 10, 9:30 PM",Andre Iguodala,Left Hip Injury Management,Available
4682,"Jan 10, 9:30 PM",Jusuf Nurkic,Illness Non-COVID,Available
4683,"Jan 10, 9:30 PM",Gary Payton II,Right Ankle Sprain,Available
4684,"Jan 10, 9:30 PM",Landry Shamet,Right Hip Soreness,Out
4685,Jan 10 8:30 PM,Stephen Curry,Left Shoulder Subluxation,Available
4686,Jan 10 8:30 PM,Deandre Ayton,Left Ankle Sprain,Out
4687,Jan 10 8:30 PM,Torrey Craig,Right Ankle Sprain,Available
4688,Jan 10 7:30 PM,Joel Embiid,Left Foot Soreness,Available
4689,Jan 10 7:30 PM,PJ Tucker,Non-COVID Illness,Available
4690,Jan 10 7:30 PM,Isaiah Stewart,Left Shoulder Soreness,Out
4691,Jan 10 7:30 PM,Udonis Haslem,Right Achilles Tendinosis,Available
4692,"Jan 10, 6:30 PM",Ja Morant,Right Thigh Soreness,Available
4693,"Jan 10, 6:30 PM",Jake LaRavia,G League - On Assignment,Out
4694,"Jan 10, 6:30 PM",Vince Williams,G League - Two-Way,Available
4695,"Jan 10, 6:30 PM",Keldon Johnson,Left Hamstring Tightness,Questionable
4696,"Jan 10, 6:30 PM",Keita Bates-Diop,Right Ankle Sprain,Questionable
4697,"Jan 10, 6:30 PM",Gordon Hayward,Left Hamstring Soreness,Out
4698,"Jan 10, 6:30 PM",Leandro Bolmaro,Illness,Out
4699,"Jan 10, 6:30 PM",Jason Preston,G League - On Assignment,Available
4700,Jan 10 5:30 PM,Kristaps Porzingis,Right Rib Contusion,Questionable
4701,Jan 10 5:30 PM,Daniel Gafford,Right Ankle Sprain,Questionable
4702,Jan 10 5:30 PM,Corey Kispert,Back Lower Soreness,Questionable
4703,Jan 10 5:30 PM,Devon Dotson,G League - Two-Way,Available
4704,Jan 10 5:30 PM,Vernon Carey,G League - On Assignment,Available
4705,Jan 10 5:30 PM,Gabe Vincent,Left Knee Effusion,Available
4706,Jan 10 5:30 PM,Dewayne Dedmon,Left Foot Plantar Fasciitis,Available
4707,Jan 10 5:30 PM,Isaiah Livers,Right Shoulder Sprain,Out
4708,Jan 10 5:30 PM,Jarrett Culver,G League - Two-Way,Available
4709,Jan 10 4:30 PM,Anthony Edwards,Left Hip Soreness,Questionable
4710,Jan 10 4:30 PM,Luka Garza,G League - Two-Way,Out
4711,Jan 10 4:30 PM,Josh Minott,G League - On Assignment,Out
4712,Jan 10 4:30 PM,Marcus Smart,Left Knee Contusion,Questionable
4713,Jan 10 4:30 PM,Robert Williams,Left Knee Injury Rehabilitation,Questionable
4714,Jan 10 4:30 PM,RJ Barrett,Right Index Finger lacerated,Questionable
4715,Jan 10 4:30 PM,Bruce Brown,Right Thumb Sprain,Probable
4716,Jan 10 4:30 PM,Bones Hyland,Left Thigh Contusion,Probable
4717,Jan 10 4:30 PM,Zeke Nnaji,Right Knee Contusion,Probable
4718,Jan 10 4:30 PM,Jack White,G League - Two-Way,Available
4719,Jan 10 4:30 PM,Aaron Nesmith,Non-COVID Illness,Questionable
4720,Jan 10 4:30 PM,Trevelin Queen,G League - Two-Way,Questionable
4721,Jan 10 4:30 PM,TJ McConnell,Right Shoulder Soreness,Questionable
4722,Jan 10 4:30 PM,Herb Jones,Right Low Back Contusion,Doubtful
4723,"Jan 10, 3:30 PM",DeMar DeRozan,Right Quadricep Strain,Questionable
4724,"Jan 10, 3:30 PM",Alex Caruso,Right Ankle Sprain,Probable
4725,Jan 10 12:30 PM,Luka Doncic,Left Ankle Soreness,Probable
4726,Jan 10 12:30 PM,Udoka Azubuike,Health and Safety Protocols,Out
4727,Jan 10 12:30 PM,Micah Potter,G League - Two-Way,Available
4728,Jan 10 12:30 PM,Leandro Bolmaro,Illness,Questionable
4729,Jan 10 12:30 PM,Johnny Juzang,G League - Two-Way,Available
4730,Jan 10 11:30 AM,Bam Adebayo,Right Wrist Contusion,Out
4731,Jan 10 11:30 AM,Tyler Herro,Left Achilles Soreness,Out
4732,"Jan 10, 10:30 AM",Jaden Springer,G League - On Assignment,Available
4733,"Jan 10, 10:30 AM",Jared Rhoden,G League - Two-Way,Available
4734,Jan 10 2:30 AM,Bol Bol,Return to Competition Reconditioning,Available
4735,Jan 10 2:30 AM,Admiral Schofield,Coach's Decision,Available
4736,"Jan 9, 8:30 PM",Jusuf Nurkic,Non-COVID Illness,Probable
4737,"Jan 9, 8:30 PM",Gary Payton II,Right Ankle Sprain,Probable
4738,"Jan 9, 8:30 PM",Ibou Badji,Not With Team,Available
4739,"Jan 9, 8:30 PM",Russell Westbrook,Left Foot Soreness,Available
4740,"Jan 9, 8:30 PM",Jason Preston,G League - On Assignment,Out
4741,"Jan 9, 7:30 PM",Ja Morant,Right Thigh Soreness,Out
4742,"Jan 9, 7:30 PM",Steven Adams,Non-COVID Illness,Available
4743,"Jan 9, 7:30 PM",Jake LaRavia,Right Ankle Soreness,Available
4744,"Jan 9, 7:30 PM",Vince Williams,G League - Two-Way,Out
4745,"Jan 9, 7:30 PM",Deandre Ayton,Left Ankle Sprain,Questionable
4746,"Jan 9, 7:30 PM",Torrey Craig,Right Ankle Sprain,Questionable
4747,"Jan 9, 7:30 PM",Landry Shamet,Right Hip Soreness,Questionable
4748,"Jan 9, 7:30 PM",Admiral Schofield,Coach's Decision,Out
4749,Jan 9 6:30 PM,RJ Barrett,Right Index Finger lacerated,Out
4750,Jan 9 6:30 PM,Kyle Lowry,Left Knee Discomfort,Out
4751,Jan 9 6:30 PM,Kelly Olynyk,Left Ankle Sprain,Out
4752,Jan 9 6:30 PM,Simone Fontecchio,Illness,Available
4753,Jan 9 6:30 PM,Josh Richardson,Stomach Illness,Available
4754,Jan 9 6:30 PM,Javonte Green,Right Knee Soreness,Out
4755,Jan 9 6:30 PM,Alex Caruso,Right Ankle Sprain,Available
4756,Jan 9 6:30 PM,Larry Nance Jr,Right Shoulder Soreness,Available
4757,"Jan 9, 5:30 PM",Bam Adebayo,Right Wrist Contusion,Questionable
4758,"Jan 9, 5:30 PM",Tyler Herro,Left Achilles Soreness,Questionable
4759,"Jan 9, 5:30 PM",Kyle Lowry,Left Knee Discomfort,Questionable
4760,"Jan 9, 5:30 PM",Gabe Vincent,Left Knee Effusion,Probable
4761,"Jan 9, 5:30 PM",Dewayne Dedmon,Left Foot Plantar Fasciitis,Probable
4762,"Jan 9, 5:30 PM",Udonis Haslem,Right Achilles Tendinosis,Questionable
4763,"Jan 9, 5:30 PM",Stephen Curry,Left Shoulder Subluxation,Questionable
4764,"Jan 9, 5:30 PM",Klay Thompson,Left Knee Soreness,Probable
4765,"Jan 9, 5:30 PM",Andre Iguodala,Left Hip Injury Management,Probable
4766,"Jan 9, 5:30 PM",Bojan Bogdanovic,Left Calf Soreness,Out
4767,"Jan 9, 5:30 PM",Rodney McGruder,Non-COVID Illness,Available
4768,"Jan 9, 5:30 PM",Isaiah Livers,Right Shoulder Sprain,Questionable
4769,"Jan 9, 5:30 PM",Gordon Hayward,Left Hamstring Soreness,Doubtful
4770,"Jan 9, 5:30 PM",Theo Maledon,G League - Two-Way,Available
4771,"Jan 9, 5:30 PM",Kai Jones,G League - On Assignment,Available
4772,"Jan 9, 4:30 PM",Joel Embiid,Left Foot Soreness,Questionable
4773,"Jan 9, 4:30 PM",PJ Tucker,Non-COVID Illness,Probable
4774,"Jan 9, 4:30 PM",LeBron James,Left Ankle Soreness,Out
4775,"Jan 9, 4:30 PM",Keldon Johnson,Left Hamstring Tightness,Out
4776,"Jan 9, 4:30 PM",Jakob Poeltl,Left Achilles Bursitis,Available
4777,"Jan 9, 4:30 PM",Josh Richardson,Stomach Illness,Questionable
4778,Jan 9 3:30 PM,Luka Doncic,Left Ankle Soreness,Questionable
4779,Jan 9 3:30 PM,Troy Brown,Left Quad Strain,Out
4780,"Jan 9, 2:30 PM",Ja Morant,Right Thigh Soreness,Questionable
4781,"Jan 9, 2:30 PM",Steven Adams,Non-COVID Illness,Questionable
4782,"Jan 9, 2:30 PM",Jake LaRavia,Right Ankle Soreness,Questionable
4783,"Jan 9, 2:30 PM",LeBron James,Left Ankle Soreness,Questionable
4784,"Jan 9, 2:30 PM",Marcus Smart,Left Knee Contusion,Out
4785,"Jan 9, 1:30 PM",Alex Caruso,Right Ankle Sprain,Probable
4786,"Jan 8, 8:30 PM",Malik Monk,Return to Competition Reconditioning,Available
4787,"Jan 8, 8:30 PM",Neemias Queta,G League - Two-Way,Out
4788,"Jan 8, 8:30 PM",Keon Ellis,G League - Two-Way,Out
4789,"Jan 8, 7:30 PM",Darius Garland,Right Thumb Sprain,Available
4790,"Jan 8, 7:30 PM",Paul George,Right Hamstring Soreness,Out
4791,"Jan 8, 7:30 PM",Luke Kennard,Right Calf Soreness,Out
4792,"Jan 8, 7:30 PM",Nicolas Batum,Left Ankle Sprain,Available
4793,Jan 8 6:30 PM,LeBron James,Left Ankle Soreness,Probable
4794,Jan 8 6:30 PM,Russell Westbrook,Left Foot Soreness,Probable
4795,Jan 8 6:30 PM,Troy Brown,Left Quad Strain,Questionable
4796,Jan 8 6:30 PM,Anthony Edwards,Left Hip Soreness,Available
4797,Jan 8 6:30 PM,Naz Reid,Back Spasms,Available
4798,Jan 8 6:30 PM,Bryn Forbes,Right Shoulder Soreness,Available
4799,Jan 8 6:30 PM,Keldon Johnson,Left Hamstring Tightness,Questionable
4800,Jan 8 6:30 PM,Jakob Poeltl,Left Achilles Bursitis,Probable
4801,"Jan 8, 5:30 PM",Ja Morant,Right Thigh Soreness,Out
4802,"Jan 8, 5:30 PM",Bam Adebayo,Left Posterior Thigh Bruise,Available
4803,"Jan 8, 5:30 PM",CJ McCollum,Rest,Available
4804,"Jan 8, 5:30 PM",Larry Nance Jr,Right Shoulder Soreness,Probable
4805,"Jan 8, 5:30 PM",Simone Fontecchio,Illness,Out
4806,"Jan 8, 5:30 PM",Jaylin Williams,Left Ankle Sprain,Available
4807,Jan 8 4:30 PM,Tyler Herro,Back Spasms,Available
4808,Jan 8 4:30 PM,Caleb Martin,Left Quadriceps Strain,Out
4809,Jan 8 4:30 PM,Gabe Vincent,Left Knee Effusion,Available
4810,Jan 8 4:30 PM,Dewayne Dedmon,Left Foot Plantar Fasciitis,Available
4811,Jan 8 4:30 PM,Jamal Cain,G League - Two-Way,Available
4812,Jan 8 4:30 PM,Udonis Haslem,Right Achilles Tendinosis,Available
4813,Jan 8 4:30 PM,Marcus Smart,Left Knee Contusion,Doubtful
4814,Jan 8 4:30 PM,Steven Adams,Non-COVID Illness,Out
4815,Jan 8 4:30 PM,Bennedict Mathurin,Left Shoulder Soreness,Available
4816,Jan 8 4:30 PM,Jalen Smith,Right Hand Soreness,Available
4817,Jan 8 4:30 PM,Trevelin Queen,G League - Two-Way,Out
4818,Jan 8 4:30 PM,Gordon Hayward,Left Hamstring Soreness,Out
4819,Jan 8 4:30 PM,Vernon Carey,G League - On Assignment,Out
4820,Jan 8 3:30 PM,Chris Paul,Right Hip Soreness,Out
4821,Jan 8 3:30 PM,Jusuf Nurkic,Non-COVID Illness,Available
4822,Jan 8 3:30 PM,Gary Payton II,Right Ankle Sprain,Out
4823,Jan 8 3:30 PM,Serge Ibaka,Personal Reasons,Out
4824,Jan 8 3:30 PM,Sandro Mamukelashvili,G League - Two-Way,Available
4825,Jan 8 3:30 PM,Admiral Schofield,Coach's Decision,Available
4826,"Jan 8, 2:30 PM",Luka Doncic,Left Ankle Soreness,Out
4827,"Jan 8, 2:30 PM",Gary Payton II,Right Ankle Sprain,Doubtful
4828,"Jan 8, 2:30 PM",Jalen Duren,Right Ankle Soreness,Out
4829,"Jan 8, 2:30 PM",Rodney McGruder,Non-COVID Illness,Out
4830,"Jan 8, 2:30 PM",Javonte Green,Right Knee Soreness,Questionable
4831,"Jan 8, 2:30 PM",Alex Caruso,Right Ankle Sprain,Questionable
4832,"Jan 8, 2:30 PM",Talen Horton-Tucker,Right Ankle Sprain,Out
4833,"Jan 8, 2:30 PM",Leandro Bolmaro,G League - On Assignment,Available
4834,Jan 8 1:30 PM,RJ Barrett,Lacerated Right Index Finger,Doubtful
4835,Jan 8 12:30 PM,Rodney McGruder,Non-COVID Illness,Questionable
4836,Jan 8 12:30 PM,Vince Williams,G League - Two-Way,Available
4837,"Jan 7, 9:30 PM",LeBron James,Left Ankle Soreness,Available
4838,"Jan 7, 9:30 PM",Russell Westbrook,Left Foot Soreness,Available
4839,"Jan 7, 9:30 PM",Damian Jones,Right Great Toe Soreness,Available
4840,"Jan 7, 9:30 PM",Troy Brown,Left Quad Strain,Out
4841,"Jan 7, 9:30 PM",Malik Monk,Return to Competition Reconditioning,Out
4842,"Jan 7, 9:30 PM",Neemias Queta,G League - Two-Way,Available
4843,"Jan 7, 9:30 PM",Keon Ellis,G League - Two-Way,Available
4844,"Jan 7, 8:30 PM",Paul George,Right Hamstring Soreness,Questionable
4845,"Jan 7, 8:30 PM",Luke Kennard,Right Calf Soreness,Questionable
4846,"Jan 7, 8:30 PM",Nicolas Batum,Left Ankle Sprain,Questionable
4847,"Jan 7, 8:30 PM",Kawhi Leonard,Right Knee Injury Management,Available
4848,Jan 7 7:30 PM,Chris Paul,Right Hip Soreness,Questionable
