,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
148,Jamal Cain MIA,MIA,H,04/14/2024,W,2,40.0,166.7,-126.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.18,-16.7,
149,Sam Hauser BOS,BOS,H,04/14/2024,W,35,134.6,102.6,32.0,5.7,0.00,9.1,3.1,9.5,6.8,0.0,40.0,40.0,22.7,105.48,5.3,
150,Max Christie LAL,LAL,H,04/14/2024,W,2,0.0,83.3,-83.3,0.0,0.00,0.0,0.0,25.0,14.3,0.0,0.0,0.0,0.0,127.74,200.0,
151,Brook Lopez MIL,MIL,H,04/14/2024,L,29,89.7,121.1,-31.4,0.0,0.00,0.0,6.9,3.4,5.2,9.1,50.0,55.7,17.2,97.01,3.7,
152,Brice Sensabaugh UTA,UTA,H,04/14/2024,L,29,91.8,124.6,-32.8,0.0,0.00,0.0,3.4,6.7,5.1,25.0,46.7,46.7,29.9,101.49,0.4,
153,Jordan Goodwin MEM,MEM,H,04/14/2024,L,37,98.7,124.4,-25.6,10.0,3.00,15.8,4.5,17.6,10.3,5.3,23.1,27.1,17.8,102.58,4.2,
154,Jeremiah Robinson-Earl NOP,NOP,H,04/14/2024,L,2,83.3,0.0,83.3,0.0,0.00,0.0,25.0,33.3,28.6,0.0,50.0,41.0,28.6,127.74,300.0,
155,JD Davison BOS,BOS,H,04/14/2024,W,10,79.2,88.0,-8.8,25.0,2.00,33.3,0.0,18.8,10.3,16.7,0.0,17.4,15.4,112.72,2.4,
156,Tim Hardaway Jr.,DAL,A,OKC,04/14/2024,L,20,82.5,158.5,-76.0,25.0,0.00,25.0,0.0,5.9,2.2,0.0,16.7,16.7,20.0,98.85,-1.1
157,Sidy Cissoko SAS,SAS,H,04/14/2024,W,32,121.5,97.0,24.6,17.9,5.00,33.3,3.4,7.7,5.9,6.7,37.5,39.4,13.5,99.13,6.5,
158,Jaxson Hayes LAL,LAL,H,04/14/2024,W,12,103.7,100.0,3.7,0.0,0.00,0.0,0.0,18.8,12.0,0.0,0.0,0.0,0.0,102.86,4.2,
159,Chimezie Metu DET,DET,H,04/14/2024,L,33,90.1,120.0,-29.9,0.0,0.00,0.0,2.6,9.4,5.6,40.0,50.0,50.0,18.1,101.22,2.5,
160,Cameron Payne PHI,PHI,H,04/14/2024,W,23,105.9,94.1,11.8,17.6,3.00,23.1,3.7,4.2,3.9,7.7,55.6,55.6,16.7,105.67,9.3,
161,James Wiseman DET,DET,H,04/14/2024,L,40,102.4,124.1,-21.7,4.2,1.00,4.5,13.6,29.7,21.0,4.5,47.1,52.3,21.9,99.87,13.5,
162,Justin Minaya POR,POR,H,04/14/2024,L,38,74.0,124.4,-50.3,10.5,1.00,14.3,11.1,0.0,6.7,14.3,35.0,38.3,12.1,99.07,-0.7,
163,Javon Freeman-Liberty TOR,TOR,H,04/14/2024,L,33,114.3,111.3,3.0,28.0,2.33,41.2,2.9,0.0,1.5,17.6,50.0,58.1,12.0,103.33,6.6,
164,Trent Forrest ATL,ATL,H,04/14/2024,L,6,58.3,100.0,-41.7,66.7,0.00,100.0,0.0,60.0,23.1,0.0,0.0,0.0,0.0,99.17,26.3,
165,Marques Bolden CHA,CHA,H,04/14/2024,W,30,123.3,116.9,6.4,9.5,2.00,15.4,13.8,13.8,13.8,7.7,70.0,70.0,16.4,95.63,12.2,
166,Cody Zeller NOP,NOP,H,04/14/2024,L,4,58.3,90.0,-31.7,50.0,1.00,50.0,0.0,0.0,0.0,50.0,0.0,0.0,7.7,121.38,-9.1,
167,Julian Strawther DEN,DEN,H,04/14/2024,W,1,66.7,116.7,-50.0,0.0,0.00,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.7,208.19,-14.3,
168,Tobias Harris PHI,PHI,H,04/14/2024,W,30,112.9,82.3,30.6,11.1,2.00,10.5,5.6,17.6,11.4,5.3,63.3,66.1,23.0,99.20,19.1,
169,Khris Middleton MIL,MIL,H,04/14/2024,L,32,90.3,128.6,-38.2,41.7,1.25,19.2,3.4,6.5,5.0,15.4,40.0,48.2,31.3,94.99,7.1,
170,Buddy Boeheim DET,DET,H,04/14/2024,L,12,116.7,133.3,-16.7,0.0,0.00,0.0,16.7,0.0,9.1,0.0,0.0,35.7,13.3,95.08,-2.0,
171,Drew Peterson BOS,BOS,H,04/14/2024,W,8,116.7,166.7,-50.0,0.0,0.00,0.0,0.0,14.3,7.1,50.0,0.0,0.0,10.0,106.23,0.0,
172,Davion Mitchell SAC,SAC,H,04/14/2024,W,22,132.6,63.6,69.0,18.8,3.00,20.0,5.0,10.0,8.0,6.7,50.0,50.0,22.2,99.62,12.0,
173,Dalano Banton POR,POR,H,04/14/2024,L,39,73.2,118.1,-44.9,41.2,1.40,17.1,0.0,7.7,3.1,12.2,23.1,29.7,32.4,101.66,1.4,
174,Moses Brown POR,POR,H,04/14/2024,L,15,76.7,117.9,-41.2,0.0,0.00,0.0,8.7,33.3,18.4,20.0,57.1,57.1,23.3,92.08,18.4,
175,Trey Jemison MEM,MEM,H,04/14/2024,L,38,108.6,124.7,-16.0,8.8,1.50,27.3,6.7,23.5,13.9,18.2,50.0,50.0,8.3,101.87,6.6,
176,Jalen Brunson NYK,NYK,H,04/14/2024,W,41,114.5,116.0,-1.6,30.4,1.75,15.2,5.6,15.0,10.5,8.7,48.3,56.7,39.4,95.56,18.3,
177,Reggie Jackson DEN,DEN,H,04/14/2024,W,24,105.7,123.6,-18.0,12.5,1.00,14.3,0.0,0.0,0.0,14.3,44.4,53.3,20.3,109.21,1.8,
178,Garrett Temple TOR,TOR,H,04/14/2024,L,25,115.7,107.7,8.0,35.0,7.00,36.8,7.4,4.5,6.1,5.3,18.8,42.3,20.0,99.88,6.7,
179,Jules Bernard WAS,WAS,H,04/14/2024,L,24,123.6,109.1,14.5,12.5,1.50,20.0,7.4,17.4,12.0,13.3,60.0,62.3,19.4,108.64,10.9,
180,Jevon Carter CHI,CHI,H,04/14/2024,L,16,109.4,109.1,0.3,16.7,2.00,18.2,0.0,5.3,2.6,9.1,0.0,0.0,23.7,100.54,-14.3,
181,Nicolas Batum PHI,PHI,H,04/14/2024,W,20,112.2,92.5,19.7,26.3,0.00,62.5,4.3,17.4,10.9,0.0,0.0,0.0,6.3,95.85,5.3,
182,Damian Jones CLE,CLE,H,04/14/2024,L,12,56.0,133.3,-77.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,62.5,62.5,14.8,98.00,4.5,
183,Ochai Agbaji TOR,TOR,H,04/14/2024,L,33,114.3,111.3,3.0,8.3,0.50,11.1,11.8,6.5,9.2,22.2,36.4,40.6,19.3,103.33,2.4,
184,AJ Griffin ATL,ATL,H,04/14/2024,L,20,100.0,140.9,-40.9,0.0,0.00,0.0,0.0,0.0,0.0,6.7,28.6,28.6,29.4,107.25,-2.2,
185,Torrey Craig CHI,CHI,H,04/14/2024,L,17,115.2,102.9,12.3,7.7,0.00,25.0,6.3,18.2,13.2,0.0,33.3,33.3,7.9,97.53,2.5,
186,Sasha Vezenkov SAC,SAC,H,04/14/2024,W,11,95.5,104.3,-8.9,0.0,0.00,0.0,0.0,7.7,4.2,0.0,0.0,0.0,8.0,101.89,-3.0,
187,Zavier Simpson MEM,MEM,H,04/14/2024,L,23,116.0,124.5,-8.5,17.6,0.00,27.3,0.0,4.2,2.0,0.0,50.0,50.0,13.6,104.90,6.7,
188,Brandon Williams DAL,DAL,H,04/14/2024,L,30,89.1,128.4,-39.3,25.0,1.00,10.0,2.3,14.3,6.9,10.0,40.5,46.5,35.5,105.56,8.6,
189,Monte Morris MIN,MIN,H,04/14/2024,L,6,169.2,138.5,30.8,44.4,0.00,57.1,0.0,0.0,0.0,0.0,0.0,0.0,15.8,99.31,3.7,
190,Dejounte Murray ATL,ATL,H,04/14/2024,L,31,115.9,159.4,-43.5,23.1,1.00,11.5,3.3,10.0,6.0,11.5,78.9,78.7,30.3,108.35,14.3,
191,Pat Connaughton MIL,MIL,H,04/14/2024,L,14,85.7,118.5,-32.8,0.0,0.00,0.0,0.0,8.3,3.4,50.0,0.0,0.0,6.1,94.74,-4.3,
192,OG Anunoby NYK,NYK,H,04/14/2024,W,43,118.6,110.6,8.0,11.1,0.67,19.0,5.7,6.7,6.3,28.6,50.0,48.6,17.0,96.04,1.8,
193,Isaiah Joe OKC,OKC,H,04/14/2024,W,10,173.9,59.1,114.8,6.7,1.00,20.0,12.5,7.7,9.5,20.0,33.3,33.3,14.3,106.06,5.2,
194,Jose Alvarado NOP,NOP,H,04/14/2024,L,21,104.2,104.3,-0.1,7.7,0.50,10.0,0.0,4.5,2.5,20.0,71.4,71.4,18.0,109.00,8.9,
195,Jalen Green HOU,HOU,H,04/14/2024,W,23,112.5,95.8,16.7,16.7,3.00,16.7,3.3,19.2,10.7,5.6,46.4,46.4,24.6,101.65,12.2,
196,Jaden Hardy DAL,DAL,H,04/14/2024,L,29,73.4,115.9,-42.4,23.1,0.75,14.3,0.0,14.8,6.1,19.0,32.1,32.1,25.0,105.67,-0.9,
197,Aaron Holiday HOU,HOU,H,04/14/2024,W,17,108.3,102.8,5.6,15.4,0.67,13.3,0.0,8.3,4.9,20.0,45.0,45.0,32.5,103.27,3.8,
198,Jacob Gilyard BKN,BKN,H,04/14/2024,L,18,77.5,97.5,-20.0,18.2,2.00,28.6,0.0,0.0,0.0,14.3,0.0,0.0,12.5,107.76,1.4,
199,Kira Lewis Jr.,UTA,A,GSW,04/14/2024,L,28,96.6,131.0,-34.5,17.6,3.00,18.8,3.7,6.5,5.2,6.3,50.0,52.3,20.0,99.90,9.1
200,Kobe Brown LAC,LAC,H,04/14/2024,L,38,96.6,105.6,-9.1,13.8,0.00,28.6,6.1,6.7,6.4,0.0,45.0,45.0,10.0,109.90,7.0,
201,Kenrich Williams OKC,OKC,H,04/14/2024,W,21,102.2,82.2,20.0,46.7,1.75,35.0,0.0,24.1,14.3,20.0,50.0,50.0,27.1,105.37,16.9,
202,Patrick Beverley MIL,MIL,H,04/14/2024,L,26,76.9,113.2,-36.3,16.7,1.00,28.6,7.7,11.1,9.4,28.6,33.3,33.3,8.8,95.94,4.8,
203,Jonathan Isaac ORL,ORL,H,04/14/2024,W,26,109.4,89.1,20.3,10.5,0.00,15.4,7.4,27.3,16.3,0.0,45.5,45.5,17.7,99.09,12.6,
204,Kelly Oubre Jr.,PHI,H,BKN,04/14/2024,W,24,95.9,85.4,10.5,0.0,0.00,0.0,0.0,18.5,8.6,8.3,35.0,36.8,20.3,97.13,4.5
205,Drew Eubanks PHX,PHX,H,04/14/2024,W,15,110.3,106.9,3.4,7.7,0.00,33.3,0.0,0.0,0.0,0.0,0.0,0.0,5.6,95.50,-7.8,
206,Jabari Smith Jr.,HOU,A,LAC,04/14/2024,W,33,108.5,97.2,11.3,10.7,0.00,13.0,4.8,14.6,9.6,0.0,36.8,37.7,22.5,103.64,7.4
207,Corey Kispert WAS,WAS,H,04/14/2024,L,33,108.3,139.4,-31.1,29.6,0.00,44.4,0.0,11.5,4.6,0.0,33.3,40.5,11.9,104.21,7.7,
208,Josh Giddey OKC,OKC,H,04/14/2024,W,20,123.8,82.9,40.9,44.4,2.67,42.1,10.0,14.8,12.8,15.8,43.8,47.4,22.4,102.08,13.8,
209,Gradey Dick TOR,TOR,H,04/14/2024,L,29,98.3,121.3,-23.0,5.6,0.50,5.9,0.0,10.5,3.7,11.8,42.3,47.4,22.2,99.25,5.8,
210,Herbert Jones NOP,NOP,H,04/14/2024,L,32,101.5,131.8,-30.3,5.0,1.00,6.3,3.0,16.7,8.8,6.3,61.5,64.8,20.5,98.44,9.2,
211,D'Angelo Russell LAL,LAL,H,04/14/2024,W,38,132.5,105.1,27.4,11.1,0.00,22.2,0.0,2.9,1.6,0.0,65.4,68.4,16.5,100.02,8.6,
212,Tre Mann CHA,CHA,H,04/14/2024,W,24,126.0,129.4,-3.4,31.6,3.00,31.6,0.0,15.4,8.2,10.5,50.0,50.0,24.1,100.03,7.8,
213,Johnny Juzang UTA,UTA,H,04/14/2024,L,19,153.8,114.6,39.2,9.5,0.00,22.2,0.0,4.8,2.5,0.0,60.0,59.2,14.3,100.26,5.8,
214,Jaden McDaniels MIN,MIN,H,04/14/2024,L,28,113.0,133.3,-20.4,5.9,0.33,8.3,0.0,0.0,0.0,25.0,35.7,38.1,18.0,94.20,-2.7,
215,Jonathan Kuminga GSW,GSW,H,04/14/2024,W,23,110.2,141.2,-31.0,33.3,0.00,63.6,0.0,0.0,0.0,0.0,0.0,0.0,7.5,103.28,3.7,
216,De'Andre Hunter ATL,ATL,H,04/14/2024,L,27,106.7,155.0,-48.3,5.0,1.00,9.1,0.0,10.0,4.2,9.1,0.0,34.7,15.2,108.41,0.7,
217,Chris Duarte SAC,SAC,H,04/14/2024,W,8,47.1,83.3,-36.3,0.0,0.00,0.0,0.0,8.3,4.2,25.0,0.0,0.0,20.0,100.40,-90.9,
218,CJ McCollum NOP,NOP,H,04/14/2024,L,34,115.7,127.8,-12.1,33.3,2.33,22.6,5.9,8.7,7.0,9.7,57.9,60.2,30.0,100.99,10.3,
219,Nate Hinton HOU,HOU,H,04/14/2024,W,14,109.4,108.8,0.6,26.7,0.00,57.1,6.3,23.5,15.2,0.0,33.3,33.3,8.3,113.26,10.3,
220,Goga Bitadze ORL,ORL,H,04/14/2024,W,4,77.8,90.0,-12.2,50.0,0.00,50.0,0.0,75.0,42.9,0.0,0.0,0.0,11.1,117.42,12.5,
221,Andre Jackson Jr.,MIL,A,ORL,04/14/2024,L,7,100.0,107.1,-7.1,14.3,1.00,50.0,0.0,25.0,11.1,50.0,0.0,0.0,6.7,97.34,5.8
222,Chuma Okeke ORL,ORL,H,04/14/2024,W,4,77.8,90.0,-12.2,0.0,0.00,0.0,0.0,0.0,0.0,50.0,0.0,0.0,22.2,117.42,-12.5,
223,Jared Butler WAS,WAS,H,04/14/2024,L,31,124.3,107.1,17.1,25.9,1.75,22.6,2.9,3.8,3.3,12.9,52.6,55.3,29.6,108.91,8.6,
224,Kevin Love MIA,MIA,H,04/14/2024,W,3,85.7,100.0,-14.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,103.81,-16.7,
225,Usman Garuba GSW,GSW,H,04/14/2024,W,5,100.0,45.5,54.5,0.0,0.00,0.0,0.0,50.0,33.3,0.0,0.0,26.6,15.4,101.91,38.1,
226,Jock Landale HOU,HOU,H,04/14/2024,W,21,111.1,104.3,6.8,10.5,0.50,15.4,11.1,4.2,7.8,30.8,35.7,35.7,20.0,103.18,1.6,
227,Josh Okogie PHX,PHX,H,04/14/2024,W,5,120.0,170.0,-50.0,0.0,0.00,0.0,25.0,0.0,10.0,0.0,83.3,83.3,27.3,105.11,19.3,
228,Wendell Moore Jr.,MIN,H,PHX,04/14/2024,L,5,170.0,120.0,50.0,0.0,0.00,0.0,0.0,50.0,20.0,33.3,100,100,20.0,105.11,14.0
229,Thaddeus Young PHX,PHX,H,04/14/2024,W,9,106.3,147.1,-40.8,0.0,0.00,0.0,20.0,0.0,10.0,50.0,100,102.5,22.2,90.00,-2.0,
230,Nassir Little PHX,PHX,H,04/14/2024,W,5,120.0,170.0,-50.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,66.7,66.7,27.3,105.11,10.5,
231,Jarrett Allen CLE,CLE,H,04/14/2024,L,23,137.0,114.9,22.1,11.1,0.67,16.7,5.0,25.0,15.9,25.0,100,100,20.0,98.91,14.5,
232,Isaiah Hartenstein NYK,NYK,H,04/14/2024,W,31,135.6,113.3,22.3,13.8,2.00,33.3,20.8,29.6,25.5,16.7,75.0,69.4,11.4,92.42,12.1,
233,Caleb Houstan ORL,ORL,H,04/14/2024,W,5,90.9,75.0,15.9,0.0,0.00,0.0,0.0,0.0,0.0,0.0,150.0,133.0,18.2,104.81,35.1,
234,Mo Bamba PHI,PHI,H,04/14/2024,W,18,112.8,79.5,33.3,0.0,0.00,0.0,9.1,20.0,14.3,0.0,66.7,66.7,6.5,101.55,12.0,
235,Jaylin Williams OKC,OKC,H,04/14/2024,W,12,153.3,79.3,74.0,7.1,0.00,33.3,0.0,46.7,26.9,0.0,125.0,125.0,6.1,117.36,20.0,
236,De'Aaron Fox SAC,SAC,H,04/14/2024,W,26,114.8,90.7,24.1,30.0,3.00,15.8,0.0,5.4,3.2,5.3,78.6,80.6,27.1,101.58,28.6,
237,Amen Thompson HOU,HOU,H,04/14/2024,W,40,111.5,96.6,14.9,30.3,3.33,43.5,10.2,11.3,10.8,13.0,88.9,87.2,12.4,105.18,17.4,
238,Jerome Robinson GSW,GSW,H,04/14/2024,W,5,100.0,45.5,54.5,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,102.5,15.4,101.91,57.1,
239,Terance Mann LAC,LAC,H,04/14/2024,L,28,98.4,101.6,-3.2,14.3,2.00,11.1,5.9,11.1,8.6,5.6,75.0,78.3,22.5,107.57,22.0,
240,Peyton Watson DEN,DEN,H,04/14/2024,W,21,111.4,127.3,-15.9,6.7,1.00,11.1,5.0,4.8,4.9,11.1,78.6,78.6,16.3,102.86,8.9,
241,Zach Collins SAS,SAS,H,04/14/2024,W,16,116.2,65.8,50.4,18.2,0.00,13.3,25.0,20.8,22.5,0.0,59.1,66.6,31.7,109.87,29.0,
242,Blake Wesley SAS,SAS,H,04/14/2024,W,30,131.3,93.8,37.5,18.5,5.00,31.3,3.6,17.1,11.1,6.3,83.3,82.4,15.3,101.44,18.0,
243,Payton Pritchard BOS,BOS,H,04/14/2024,W,44,129.9,117.7,12.2,35.3,6.00,32.4,2.8,17.0,10.8,5.4,81.0,83.5,23.1,105.96,19.0,
244,Boban Marjanovic HOU,HOU,H,04/14/2024,W,12,114.8,81.5,33.3,12.5,0.50,8.3,0.0,36.4,22.2,16.7,75.0,69.7,35.5,108.00,30.4,
245,Rudy Gobert MIN,MIN,H,04/14/2024,L,32,109.7,132.8,-23.1,7.1,1.00,7.1,14.3,13.8,14.0,7.1,77.8,81.0,19.1,93.91,17.8,
246,Pascal Siakam IND,IND,H,04/14/2024,W,25,153.4,106.9,46.6,4.0,0.50,4.8,10.5,14.8,13.0,9.5,75.0,74.2,31.3,109.53,16.5,
247,Keyonte George UTA,UTA,H,04/14/2024,L,20,139.5,109.3,30.2,26.7,4.00,25.0,0.0,5.0,2.4,6.3,95.5,91.8,23.1,102.52,19.3,
248,JT Thor CHA,CHA,H,04/14/2024,W,41,126.5,111.9,14.6,12.5,0.00,25.0,0.0,20.5,11.1,0.0,86.4,84.2,13.3,97.52,14.0,
249,Grayson Allen PHX,PHX,H,04/14/2024,W,33,129.7,111.5,18.2,4.3,0.00,8.3,3.6,22.7,12.0,0.0,86.4,87.4,14.9,91.56,19.5,
250,Chet Holmgren OKC,OKC,H,04/14/2024,W,12,147.8,81.8,66.0,0.0,0.00,0.0,20.0,41.2,33.3,20.0,75.0,77.0,33.3,93.64,36.7,
251,Svi Mykhailiuk BOS,BOS,H,04/14/2024,W,37,138.3,113.8,24.5,15.6,5.00,26.3,3.6,9.8,7.2,5.3,100,100,15.4,103.69,14.2,
252,Xavier Tillman BOS,BOS,H,04/14/2024,W,6,125.0,115.4,9.6,0.0,0.00,0.0,16.7,0.0,10.0,20.0,112.5,101.4,38.5,103.57,24.6,
253,Andrew Wiggins GSW,GSW,H,04/14/2024,W,20,113.6,140.9,-27.3,23.1,3.00,16.7,5.3,14.3,10.0,5.6,63.6,69.6,33.3,104.47,17.1,
254,Jalen Smith IND,IND,H,04/14/2024,W,19,154.8,127.9,26.9,9.1,1.00,25.0,25.0,11.1,16.7,25.0,125.0,125.0,12.5,105.76,9.4,
255,Leaky Black CHA,CHA,H,04/14/2024,W,32,131.7,95.3,36.4,17.9,0.00,55.6,0.0,15.4,9.0,0.0,125.0,123.9,5.7,95.15,14.5,
256,Myles Turner IND,IND,H,04/14/2024,W,22,151.0,102.0,49.0,0.0,0.00,0.0,16.7,36.0,27.9,5.6,85.3,86.7,31.6,110.63,30.2,
257,Anthony Davis LAL,LAL,H,04/14/2024,W,33,133.8,110.1,23.7,13.0,1.00,12.0,14.8,29.2,21.6,12.0,76.5,80.0,29.3,100.91,18.7,
258,Neemias Queta BOS,BOS,H,04/14/2024,W,20,109.1,120.9,-11.8,10.0,0.33,5.9,16.7,27.3,22.5,17.6,72.7,74.5,33.3,107.08,20.5,
259,TyTy Washington Jr.,MIL,A,ORL,04/14/2024,L,7,100.0,107.1,-7.1,50.0,0.00,33.3,0.0,0.0,0.0,0.0,75.0,75.0,26.7,97.34,20.3
260,Miles McBride NYK,NYK,H,04/14/2024,W,14,106.9,121.4,-14.5,37.5,0.00,42.9,6.7,7.1,6.9,0.0,87.5,87.5,12.1,95.65,15.4,
261,Anthony Black ORL,ORL,H,04/14/2024,W,5,90.9,75.0,15.9,0.0,0.00,0.0,0.0,20.0,11.1,25.0,83.3,83.3,36.4,104.81,21.6,
262,Precious Achiuwa NYK,NYK,H,04/14/2024,W,19,92.5,92.9,-0.4,18.2,1.00,28.6,5.3,13.3,10.2,28.6,66.7,66.7,11.6,106.34,8.4,
263,Bruce Brown TOR,TOR,H,04/14/2024,L,20,89.5,125.0,-35.5,0.0,0.00,0.0,0.0,0.0,0.0,16.7,60.0,55.1,13.3,91.69,0.0,
264,Josh Hart NYK,NYK,H,04/14/2024,W,40,107.6,112.7,-5.1,14.3,1.33,23.5,8.6,17.1,13.2,17.6,60.0,60.0,13.8,94.49,8.8,
265,Aaron Nesmith IND,IND,H,04/14/2024,W,20,145.5,90.9,54.5,4.2,0.00,25.0,0.0,11.5,8.3,0.0,116.7,116.3,6.4,106.51,10.0,
266,Jarace Walker IND,IND,H,04/14/2024,W,10,104.8,85.7,19.0,16.7,1.00,14.3,0.0,41.7,25.0,14.3,80.0,80.0,27.3,99.47,31.6,
267,Darius Bazley UTA,UTA,H,04/14/2024,L,7,86.7,146.7,-60.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,6.7,105.62,4.2,
268,Jalen Slawson SAC,SAC,H,04/14/2024,W,4,175.0,112.5,62.5,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,11.1,105.69,4.3,
269,Markelle Fultz ORL,ORL,H,04/14/2024,W,6,90.9,100.0,-9.1,0.0,0.00,0.0,0.0,20.0,10.0,50.0,100,100,15.4,92.51,4.7,
270,Luka Garza MIN,MIN,H,04/14/2024,L,5,170.0,120.0,50.0,0.0,0.00,0.0,50.0,0.0,30.0,0.0,100,104.2,26.7,105.11,36.8,
271,David Duke Jr.,SAS,H,DET,04/14/2024,W,22,119.6,95.7,23.9,0.0,0.00,0.0,5.9,7.4,6.8,20.0,87.5,88.9,20.0,101.60,14.4
272,Wendell Carter Jr.,ORL,H,MIL,04/14/2024,W,14,167.9,71.4,96.4,0.0,0.00,0.0,20.0,0.0,9.1,0.0,116.7,116.7,8.8,94.10,12.3
273,Jordan McLaughlin MIN,MIN,H,04/14/2024,L,8,118.8,146.7,-27.9,0.0,0.00,0.0,0.0,0.0,0.0,25.0,100,86.8,25.0,90.00,5.2,
274,Johnny Davis WAS,WAS,H,04/14/2024,L,27,108.9,131.0,-22.1,9.5,0.67,20.0,0.0,5.0,2.1,30.0,60.0,60.0,13.1,102.92,1.4,
275,Jusuf Nurkic PHX,PHX,H,04/14/2024,W,20,163.2,92.1,71.1,40.0,8.00,61.5,16.7,23.1,20.0,7.7,75.0,75.0,11.6,90.45,18.8,
276,Kenneth Lofton Jr.,UTA,A,GSW,04/14/2024,L,16,127.3,135.3,-8.0,40.0,6.00,50.0,0.0,5.9,3.6,8.3,70.0,70.0,17.1,101.13,11.4
277,Trayce Jackson-Davis GSW,GSW,H,04/14/2024,W,21,119.1,132.6,-13.5,5.9,1.00,16.7,0.0,0.0,0.0,16.7,100,90.1,10.2,107.14,4.9,
278,Colby Jones SAC,SAC,H,04/14/2024,W,4,140.0,130.0,10.0,33.3,0.00,25.0,0.0,25.0,12.5,0.0,100,103.1,27.3,112.06,39.6,
279,Joe Ingles ORL,ORL,H,04/14/2024,W,17,145.2,93.9,51.2,13.3,2.00,50.0,0.0,23.1,12.0,25.0,150.0,150.0,5.3,91.34,11.7,
280,Jordan Nwora TOR,TOR,H,04/14/2024,L,21,109.3,115.9,-6.6,9.1,0.50,7.7,8.7,45.0,25.6,15.4,70.0,70.0,23.1,101.81,19.1,
281,Kelly Olynyk TOR,TOR,H,04/14/2024,L,22,93.6,121.3,-27.7,16.7,0.50,13.3,3.7,36.8,17.4,26.7,61.1,61.1,22.8,101.39,10.6,
282,Alex Caruso CHI,CHI,H,04/14/2024,L,41,108.6,117.1,-8.4,25.0,2.67,40.0,0.0,15.2,6.9,15.0,81.3,84.5,13.6,96.00,14.3,
283,Moritz Wagner ORL,ORL,H,04/14/2024,W,13,95.8,92.3,3.5,20.0,1.00,12.5,0.0,8.3,4.5,12.5,83.3,83.3,26.9,94.24,18.0,
284,Jeff Dowtin Jr.,PHI,H,BKN,04/14/2024,W,8,77.8,100.0,-22.2,25.0,0.00,33.3,0.0,28.6,11.8,0.0,50.0,50.0,9.1,114.19,17.5
285,Aaron Wiggins OKC,OKC,H,04/14/2024,W,18,132.5,68.4,64.1,7.1,0.00,10.0,6.3,16.7,13.0,0.0,75.0,78.8,20.0,105.37,24.0,
286,Isaac Okoro CLE,CLE,H,04/14/2024,L,29,135.0,116.9,18.1,21.4,0.00,46.2,0.0,10.3,5.3,0.0,75.0,79.9,10.4,98.31,10.1,
287,Nikola Vucevic CHI,CHI,H,04/14/2024,L,42,108.6,114.3,-5.6,12.0,1.50,12.0,10.9,16.7,13.4,8.0,68.4,71.4,23.2,94.23,16.5,
288,AJ Lawson DAL,DAL,H,04/14/2024,L,24,82.8,113.8,-31.0,14.3,2.00,11.8,3.3,17.4,9.4,5.9,38.5,43.2,23.1,118.30,7.8,
289,Cason Wallace OKC,OKC,H,04/14/2024,W,15,151.4,55.9,95.5,5.9,0.00,14.3,6.3,4.5,5.3,0.0,100,100,14.3,107.28,19.7,
290,Nikola Jokic DEN,DEN,H,04/14/2024,W,31,123.1,93.8,29.2,22.7,1.25,23.8,12.9,26.2,20.5,19.0,63.6,63.1,20.3,101.35,20.4,
291,Trendon Watford BKN,BKN,H,04/14/2024,L,38,93.6,103.8,-10.2,22.7,1.67,21.7,0.0,17.0,9.3,13.0,42.3,47.4,21.4,99.81,9.6,
292,Ben Sheppard IND,IND,H,04/14/2024,W,26,156.9,125.4,31.5,5.9,0.00,25.0,9.5,8.7,9.1,0.0,58.3,58.3,8.8,110.12,5.3,
293,T.J. McConnell IND,IND,H,04/14/2024,W,15,160.6,135.3,25.3,57.1,8.00,40.0,0.0,33.3,17.4,5.0,77.3,77.3,30.8,106.14,20.6,
294,Scotty Pippen Jr.,MEM,H,DEN,04/14/2024,L,25,118.2,120.0,-1.8,36.8,2.33,33.3,7.1,4.5,6.0,14.3,63.6,65.6,21.9,105.11,9.3
295,Kentavious Caldwell-Pope DEN,DEN,H,04/14/2024,W,25,128.3,88.2,40.1,15.0,1.50,27.3,0.0,12.5,7.1,18.2,91.7,85.4,12.7,100.51,12.1,
296,Trey Murphy III,NOP,H,LAL,04/14/2024,L,32,107.5,110.6,-3.1,8.3,2.00,18.2,3.2,7.1,5.1,9.1,68.8,68.8,11.8,101.19,8.2
297,Rui Hachimura LAL,LAL,H,04/14/2024,W,34,119.2,106.9,12.2,13.8,4.00,26.7,3.7,18.8,11.9,6.7,55.0,55.0,14.3,101.56,9.9,
298,Jared Rhoden DET,DET,H,04/14/2024,L,32,103.0,127.7,-24.7,10.0,0.00,14.3,0.0,14.8,6.5,0.0,66.7,66.7,15.8,98.71,8.4,
