,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
25044,Saddiq Bey ATL,ATL,H,11/01/2023,W,32,127.8,110.8,17.0,0.0,0.00,0.0,3.8,18.8,12.1,7.7,50.0,59.5,15.7,110.71,8.4,
25045,MarJon Beauchamp MIL,MIL,H,11/01/2023,L,16,121.2,116.7,4.5,0.0,0.00,0.0,0.0,12.5,6.5,0.0,60.0,68.0,16.7,94.60,10.4,
25046,Klay Thompson GSW,GSW,H,11/01/2023,W,29,121.7,106.8,14.9,9.1,1.00,10.5,4.5,3.7,4.1,10.5,43.3,45.3,26.6,97.59,4.0,
25047,Mason Plumlee LAC,LAC,H,11/01/2023,L,19,90.5,111.9,-21.4,0.0,0.00,0.0,0.0,30.0,13.3,14.3,33.3,44.3,15.2,107.51,11.3,
25048,Shai Gilgeous-Alexander OKC,OKC,H,11/01/2023,L,38,108.6,104.9,3.7,34.8,4.00,25.0,0.0,8.6,5.2,6.3,40.0,45.0,26.1,102.09,14.1,
25049,Ochai Agbaji UTA,UTA,H,11/01/2023,W,18,127.5,109.5,18.0,5.9,0.50,12.5,0.0,13.6,7.5,25.0,60.0,55.1,15.6,109.54,4.4,
25050,Jordan McLaughlin MIN,MIN,H,11/01/2023,W,4,110.0,90.0,20.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,114.29,-5.9,
25051,Isaac Okoro CLE,CLE,H,11/01/2023,W,31,89.8,90.0,-0.2,11.1,2.00,33.3,0.0,6.8,4.2,16.7,33.3,33.3,6.3,92.90,-1.4,
25052,Bogdan Bogdanovic ATL,ATL,H,11/01/2023,W,23,103.7,92.3,11.4,5.9,1.00,7.7,0.0,11.1,5.6,7.7,45.0,53.0,18.8,110.53,9.0,
25053,Mitchell Robinson NYK,NYK,H,11/01/2023,L,32,90.5,92.1,-1.6,0.0,0.00,0.0,16.0,25.8,19.8,12.5,33.3,46.0,9.8,94.30,11.1,
25054,Jalen Wilson BKN,BKN,H,11/01/2023,W,6,46.2,83.3,-37.2,0.0,0.00,0.0,0.0,20.0,7.1,0.0,0.0,0.0,5.9,107.46,5.9,
25055,Max Christie LAL,LAL,H,11/01/2023,W,22,104.3,104.3,0.0,0.0,0.00,0.0,0.0,11.1,5.9,0.0,21.4,31.7,14.8,103.25,0.0,
25056,Aaron Nesmith IND,IND,H,11/01/2023,L,19,97.5,119.5,-22.0,7.7,0.00,10.0,4.5,0.0,2.4,0.0,50.0,47.7,20.5,104.55,0.7,
25057,Lonnie Walker IV,BKN,A,MIA,11/01/2023,W,25,125.0,103.8,21.2,21.1,1.33,19.0,4.5,8.7,6.7,14.3,50.0,61.4,27.4,105.64,12.6
25058,Zeke Nnaji DEN,DEN,H,11/01/2023,L,18,78.9,94.7,-15.8,0.0,0.00,0.0,9.5,13.6,11.6,0.0,50.0,50.0,20.5,103.15,11.1,
25059,Derrick White BOS,BOS,H,11/01/2023,W,27,145.9,91.7,54.2,17.4,2.00,25.0,5.0,6.1,5.7,12.5,90.0,90.0,17.4,108.22,12.4,
25060,Damian Lillard MIL,MIL,H,11/01/2023,L,31,104.8,146.0,-41.3,37.5,3.00,30.0,0.0,9.5,3.8,10.0,50.0,62.1,20.3,98.82,9.3,
25061,Jabari Smith Jr.,HOU,H,CHA,11/01/2023,W,30,124.6,124.2,0.4,18.2,2.00,25.0,0.0,19.4,10.3,12.5,85.0,85.0,16.4,104.45,12.4
25062,Dante Exum DAL,DAL,H,11/01/2023,W,10,110.0,128.6,-18.6,0.0,0.00,0.0,0.0,25.0,11.8,25.0,33.3,33.3,19.0,97.91,4.7,
25063,Chris Paul GSW,GSW,H,11/01/2023,W,28,108.8,98.3,10.5,33.3,0.00,61.5,4.0,10.0,7.3,0.0,20.0,20.0,8.1,97.65,7.0,
25064,Corey Kispert WAS,WAS,H,11/01/2023,L,14,93.8,96.8,-3.0,8.3,0.00,16.7,0.0,0.0,0.0,0.0,20.0,20.0,15.2,109.51,-3.3,
25065,Jae'Sean Tate HOU,HOU,H,11/01/2023,W,19,106.8,68.2,38.6,35.7,0.00,45.5,4.8,22.7,14.0,0.0,30.0,34.0,12.5,111.62,9.2,
25066,Jaren Jackson Jr.,MEM,A,UTA,11/01/2023,L,26,84.7,133.9,-49.2,16.7,1.00,8.0,8.1,22.7,13.6,8.0,32.4,46.3,31.9,105.34,9.3
25067,Isaiah Hartenstein NYK,NYK,H,11/01/2023,L,16,94.1,105.7,-11.6,15.4,1.00,33.3,12.5,33.3,21.4,33.3,0.0,0.0,10.5,103.93,6.6,
25068,Jonathan Kuminga GSW,GSW,H,11/01/2023,W,17,100.0,97.0,3.0,11.1,0.00,9.1,0.0,5.0,2.7,0.0,50.0,58.1,25.6,95.35,15.4,
25069,Maxi Kleber DAL,DAL,H,11/01/2023,W,4,87.5,100.0,-12.5,0.0,0.00,0.0,0.0,40.0,22.2,0.0,0.0,0.0,25.0,92.16,0.0,
25070,Chris Duarte SAC,SAC,H,11/01/2023,L,7,100.0,93.8,6.3,40.0,2.00,28.6,0.0,11.1,7.1,14.3,0.0,25.8,33.3,105.31,-7.8,
25071,Xavier Tillman MEM,MEM,H,11/01/2023,L,14,75.0,100.0,-25.0,0.0,0.00,0.0,13.6,9.1,12.1,40.0,0.0,0.0,12.5,109.17,-12.3,
25072,Thanasis Antetokounmpo MIL,MIL,H,11/01/2023,L,4,187.5,137.5,50.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,100.61,-3.8,
25073,Ausar Thompson DET,DET,H,11/01/2023,L,30,98.5,115.9,-17.4,11.8,1.00,11.1,9.4,15.4,12.1,11.1,57.1,57.1,22.5,102.63,11.4,
25074,Marvin Bagley III,DET,H,POR,11/01/2023,L,33,101.4,90.4,11.0,11.5,0.60,15.0,0.0,20.0,9.7,25.0,30.0,41.0,21.5,105.17,3.2
25075,Shake Milton MIN,MIN,H,11/01/2023,W,18,105.1,81.6,23.5,7.7,1.00,16.7,0.0,4.5,2.6,16.7,0.0,25.8,11.9,102.86,1.7,
25076,Moses Moody GSW,GSW,H,11/01/2023,W,15,81.8,100.0,-18.2,0.0,0.00,0.0,0.0,13.6,7.1,0.0,0.0,12.9,10.5,103.17,-0.9,
25077,Brandon Miller CHA,CHA,H,11/01/2023,L,24,117.3,124.1,-6.8,11.1,2.00,15.4,3.8,16.7,10.0,7.7,50.0,50.6,17.5,106.30,3.9,
25078,Matisse Thybulle POR,POR,H,11/01/2023,W,17,111.1,116.2,-5.1,5.9,0.00,25.0,0.0,7.1,3.2,0.0,0.0,0.0,7.5,100.59,-1.3,
25079,Donte DiVincenzo NYK,NYK,H,11/01/2023,L,30,106.3,103.1,3.2,0.0,0.00,0.0,0.0,7.7,3.1,20.0,65.0,65.6,20.0,100.76,7.0,
25080,P.J. Tucker LAC,LAC,H,11/01/2023,L,21,90.5,126.2,-35.7,0.0,0.00,0.0,14.7,0.0,9.4,0.0,0.0,0.0,1.9,96.88,-3.8,
25081,Gradey Dick TOR,TOR,H,11/01/2023,W,21,129.3,124.4,4.8,0.0,0.00,0.0,0.0,4.5,2.3,0.0,25.0,25.0,19.2,97.15,-3.4,
25082,Jakob Poeltl TOR,TOR,H,11/01/2023,W,29,135.0,98.3,36.7,7.7,1.00,14.3,18.2,21.2,20.0,14.3,70.0,70.0,17.4,98.84,13.6,
25083,Killian Hayes DET,DET,H,11/01/2023,L,26,100.0,91.2,8.8,4.5,1.00,12.5,0.0,12.0,5.7,12.5,0.0,0.0,11.1,106.50,-2.0,
25084,Jabari Walker POR,POR,H,11/01/2023,W,10,72.7,91.7,-18.9,0.0,0.00,0.0,0.0,15.4,9.1,25.0,0.0,17.4,17.4,111.03,-3.4,
25085,Grant Williams DAL,DAL,H,11/01/2023,W,30,120.3,96.7,23.7,5.6,0.00,7.1,6.3,8.8,7.6,0.0,105.0,98.9,18.3,94.73,23.4,
25086,Dyson Daniels NOP,NOP,H,11/01/2023,W,25,84.2,94.7,-10.5,6.3,1.00,7.1,6.4,3.7,5.4,7.1,35.0,34.0,17.8,107.73,2.1,
25087,Patrick Williams CHI,CHI,H,11/01/2023,L,25,100.0,116.0,-16.0,5.0,0.50,11.1,3.4,8.0,5.6,22.2,0.0,0.0,13.6,96.19,-6.3,
25088,Cam Thomas BKN,BKN,H,11/01/2023,W,34,94.7,108.0,-13.3,4.8,0.25,3.8,0.0,5.0,2.5,15.4,26.3,31.3,29.1,105.73,-1.8,
25089,Rudy Gobert MIN,MIN,H,11/01/2023,W,32,110.6,86.6,24.0,3.8,1.00,9.1,5.9,23.8,15.8,9.1,0.0,22.8,13.3,98.57,6.2,
25090,Talen Horton-Tucker UTA,UTA,H,11/01/2023,W,23,92.5,90.4,2.1,50.0,1.40,35.0,4.3,11.1,8.5,25.0,50.0,53.3,22.8,109.09,12.5,
25091,Kentavious Caldwell-Pope DEN,DEN,H,11/01/2023,L,26,90.6,128.3,-37.7,0.0,0.00,0.0,0.0,0.0,0.0,20.0,62.5,67.6,7.8,96.49,2.5,
25092,Joe Harris DET,DET,H,11/01/2023,L,17,61.0,92.1,-31.1,16.7,0.00,12.5,4.2,5.9,4.9,0.0,78.6,78.6,15.9,111.97,22.1,
25093,Keyonte George UTA,UTA,H,11/01/2023,W,23,123.1,105.9,17.2,15.0,1.00,21.4,0.0,3.4,1.9,21.4,56.3,56.3,18.6,105.49,6.5,
25094,Jordan Hawkins NOP,NOP,H,11/01/2023,W,37,116.9,100.0,16.9,12.9,4.00,16.7,8.3,5.0,6.8,4.2,26.3,26.3,20.0,104.87,1.3,
25095,Ivica Zubac LAC,LAC,H,11/01/2023,L,29,117.2,123.3,-6.1,0.0,0.00,0.0,6.5,30.4,16.7,10.0,37.5,39.4,14.7,97.33,2.3,
25096,Luke Kennard MEM,MEM,H,11/01/2023,L,21,91.7,128.6,-36.9,23.1,0.00,25.0,0.0,4.8,2.1,0.0,16.7,16.7,17.3,111.57,1.0,
25097,Julius Randle NYK,NYK,H,11/01/2023,L,35,85.7,92.8,-7.0,23.5,1.33,18.2,0.0,17.1,7.1,13.6,20.0,20.0,20.7,94.64,0.0,
25098,Brook Lopez MIL,MIL,H,11/01/2023,L,17,83.3,148.6,-65.2,0.0,0.00,0.0,9.1,11.1,9.7,0.0,12.5,30.7,25.0,102.34,4.1,
25099,Jaime Jaquez Jr.,MIA,H,BKN,11/01/2023,L,19,107.3,88.1,19.2,6.7,0.50,8.3,8.7,9.1,8.9,16.7,11.1,11.1,22.0,104.11,-7.5
25100,Josh Richardson MIA,MIA,H,11/01/2023,L,30,101.6,118.5,-16.9,13.6,0.00,23.1,0.0,11.1,5.2,0.0,16.7,20.2,14.5,101.39,0.0,
25101,Buddy Hield IND,IND,H,11/01/2023,L,24,94.3,126.9,-32.6,26.3,5.00,35.7,3.0,13.0,7.1,7.1,43.8,43.8,14.8,106.48,7.4,
25102,Shaedon Sharpe POR,POR,H,11/01/2023,W,42,103.3,98.9,4.4,20.0,2.50,17.9,5.4,11.1,8.5,7.1,65.6,71.1,23.7,103.35,18.6,
25103,Chet Holmgren OKC,OKC,H,11/01/2023,L,37,103.7,106.3,-2.5,13.0,0.60,13.6,7.3,16.0,12.1,22.7,60.7,63.8,21.3,103.69,12.5,
25104,Draymond Green GSW,GSW,H,11/01/2023,W,28,101.8,106.9,-5.1,50.0,4.50,45.0,8.3,0.0,3.6,10.0,71.4,74.2,18.0,99.44,17.1,
25105,Josh Giddey OKC,OKC,H,11/01/2023,L,31,92.9,104.4,-11.6,22.2,2.00,17.4,0.0,20.0,11.1,8.7,40.6,44.4,25.3,105.92,13.9,
25106,Kenneth Lofton Jr.,MEM,A,UTA,11/01/2023,L,19,127.3,115.9,11.4,15.4,2.00,14.3,8.3,15.8,11.6,7.1,64.3,54.7,23.5,110.29,5.7
25107,Jerami Grant POR,POR,H,11/01/2023,W,38,113.3,94.0,19.2,0.0,0.00,0.0,0.0,2.6,1.4,16.7,50.0,58.8,26.4,105.32,4.6,
25108,Paul George LAC,LAC,H,11/01/2023,L,37,137.7,106.3,31.3,3.4,0.33,4.5,0.0,15.4,9.0,13.6,87.5,89.7,25.3,101.62,17.4,
25109,Al Horford BOS,BOS,H,11/01/2023,W,11,150.0,118.2,31.8,0.0,0.00,0.0,25.0,25.0,25.0,20.0,50.0,64.4,17.9,95.57,13.3,
25110,Amen Thompson HOU,HOU,H,11/01/2023,W,13,109.7,77.4,32.3,10.0,1.00,16.7,0.0,7.7,3.8,16.7,33.3,51.5,15.6,112.59,1.9,
25111,Quentin Grimes NYK,NYK,H,11/01/2023,L,22,75.0,95.1,-20.1,10.0,1.00,11.1,0.0,10.5,4.0,11.1,35.7,35.7,15.4,90.42,5.8,
25112,Dennis Schroder TOR,TOR,H,11/01/2023,W,29,133.3,98.3,35.0,45.8,5.50,40.7,4.8,8.8,7.3,7.4,76.9,81.3,23.9,100.70,24.8,
25113,Bobby Portis MIL,MIL,H,11/01/2023,L,19,105.1,129.7,-24.6,8.3,1.00,8.3,5.6,25.0,15.8,8.3,33.3,50.2,24.4,97.54,14.1,
25114,LeBron James LAL,LAL,H,11/01/2023,W,43,121.3,115.9,5.4,25.9,1.75,20.6,0.0,26.7,14.3,11.8,78.9,74.8,27.8,99.99,19.7,
25115,Isaiah Joe OKC,OKC,H,11/01/2023,L,15,97.1,115.2,-18.0,11.1,0.00,11.1,0.0,4.8,2.6,0.0,42.9,54.1,19.5,112.82,11.3,
25116,Josh Green DAL,DAL,H,11/01/2023,W,26,131.5,103.6,27.8,4.8,0.50,12.5,0.0,12.5,5.9,25.0,30.0,30.0,10.8,99.53,-0.9,
25117,Cam Reddish LAL,LAL,H,11/01/2023,W,37,118.7,119.2,-0.6,12.9,0.00,30.8,0.0,10.8,5.7,0.0,35.7,45.7,11.3,100.24,5.3,
25118,Theo Maledon CHA,CHA,H,11/01/2023,L,21,97.9,89.4,8.5,13.3,0.67,16.7,4.0,17.9,11.3,25.0,35.7,35.7,17.5,108.03,5.2,
25119,Coby White CHI,CHI,H,11/01/2023,L,33,106.2,113.6,-7.5,16.7,1.33,20.0,0.0,2.8,1.4,15.0,37.5,38.8,21.3,95.46,0.0,
25120,Dejounte Murray ATL,ATL,H,11/01/2023,W,34,118.3,102.5,15.8,32.0,2.00,28.6,0.0,10.5,6.2,14.3,76.7,75.6,22.7,114.41,14.5,
25121,Nickeil Alexander-Walker MIN,MIN,H,11/01/2023,W,21,100.0,93.2,6.8,8.3,0.00,14.3,0.0,0.0,0.0,0.0,41.7,41.7,12.2,100.79,0.7,
25122,Bones Hyland LAC,LAC,H,11/01/2023,L,34,118.1,108.5,9.6,16.7,0.00,41.7,0.0,2.9,1.5,0.0,28.6,28.6,9.1,101.89,2.1,
25123,AJ Griffin ATL,ATL,H,11/01/2023,W,12,96.2,144.4,-48.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,108.72,-2.9,
25124,Michael Porter Jr.,DEN,A,MIN,11/01/2023,L,25,88.5,127.5,-39.0,5.9,0.00,8.3,6.1,14.3,9.3,0.0,18.2,21.9,17.5,98.62,2.5
25125,Jalen Green HOU,HOU,H,11/01/2023,W,31,127.3,131.3,-4.1,12.5,3.00,13.0,3.8,9.1,6.8,4.3,50.0,60.3,27.4,103.36,11.1,
25126,Pascal Siakam TOR,TOR,H,11/01/2023,W,33,140.3,105.9,34.4,24.1,2.33,29.2,0.0,17.6,10.3,12.5,88.5,90.8,22.4,98.48,18.5,
25127,Jock Landale HOU,HOU,H,11/01/2023,W,19,102.4,97.6,4.8,8.3,1.00,10.0,11.1,10.0,10.6,10.0,14.3,25.4,18.4,105.52,2.6,
25128,Mike Muscala WAS,WAS,H,11/01/2023,L,22,90.2,136.0,-45.8,5.9,0.50,9.1,3.6,15.8,8.5,18.2,35.7,44.4,17.5,110.27,2.7,
25129,Bruce Brown IND,IND,H,11/01/2023,L,21,93.3,148.9,-55.6,5.6,0.00,12.5,0.0,6.7,2.4,0.0,16.7,21.8,13.7,103.55,-1.1,
25130,Jimmy Butler MIA,MIA,H,11/01/2023,L,34,107.0,109.7,-2.7,14.3,3.00,13.0,10.5,9.1,9.9,4.3,43.8,51.2,24.1,100.65,11.6,
25131,Mikal Bridges BKN,BKN,H,11/01/2023,W,31,89.7,111.9,-22.2,33.3,2.50,20.0,6.5,14.3,10.6,8.0,50.0,57.7,27.0,105.80,18.0,
25132,Georges Niang CLE,CLE,H,11/01/2023,W,28,93.0,82.1,10.8,11.8,0.00,22.2,0.0,22.2,13.7,0.0,25.0,36.3,11.5,96.34,12.9,
25133,Bam Adebayo MIA,MIA,H,11/01/2023,L,33,108.5,100.0,8.5,14.3,0.75,14.3,10.3,30.3,19.4,19.0,66.7,73.9,21.7,103.69,23.5,
25134,Kobe Brown LAC,LAC,H,11/01/2023,L,6,53.8,116.7,-62.8,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,106.07,-5.3,
25135,Herbert Jones NOP,NOP,H,11/01/2023,W,31,116.9,98.5,18.4,4.2,1.00,9.1,0.0,17.1,8.0,9.1,27.8,27.8,12.7,102.11,-0.4,
25136,Sasha Vezenkov SAC,SAC,H,11/01/2023,L,17,88.2,94.3,-6.1,0.0,0.00,0.0,0.0,27.8,12.8,14.3,16.7,16.7,16.3,94.99,-2.2,
25137,Malik Beasley MIL,MIL,H,11/01/2023,L,25,102.0,144.2,-42.3,0.0,0.00,0.0,0.0,11.8,4.5,0.0,100,100,18.2,97.90,14.9,
25138,Immanuel Quickley NYK,NYK,H,11/01/2023,L,28,100.0,98.4,1.6,30.8,0.00,17.4,5.1,16.7,9.5,0.0,43.8,48.3,26.8,103.91,18.7,
25139,Garrett Temple TOR,TOR,H,11/01/2023,W,3,100.0,166.7,-66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,14.3,107.33,14.8,
25140,Bennedict Mathurin IND,IND,H,11/01/2023,L,15,77.8,152.9,-75.2,0.0,0.00,0.0,0.0,9.1,3.7,0.0,57.1,57.1,18.9,109.88,7.1,
25141,Luguentz Dort OKC,OKC,H,11/01/2023,L,30,101.6,101.6,0.1,0.0,0.00,0.0,3.6,2.2,2.7,12.5,64.3,64.3,11.8,101.68,2.5,
25142,CJ McCollum NOP,NOP,H,11/01/2023,W,37,112.2,95.0,17.2,21.7,5.00,19.2,2.0,24.4,12.1,3.8,73.5,72.2,21.4,105.22,21.3,
25143,Nikola Vucevic CHI,CHI,H,11/01/2023,L,36,104.3,112.9,-8.6,5.0,0.33,4.8,13.2,38.5,26.0,14.3,61.8,61.8,25.0,94.25,22.6,
25144,Keegan Murray SAC,SAC,H,11/01/2023,L,39,103.7,102.5,1.2,11.1,0.00,15.8,4.4,11.4,7.5,0.0,26.7,31.5,16.3,98.68,4.6,
25145,Terry Rozier CHA,CHA,H,11/01/2023,L,39,127.2,128.4,-1.2,20.0,1.50,19.4,5.3,3.2,4.3,12.9,50.0,50.0,26.0,101.03,7.6,
25146,Myles Turner IND,IND,H,11/01/2023,L,22,93.9,134.7,-40.8,17.6,3.00,18.8,3.1,23.5,10.2,6.3,33.3,33.3,23.2,108.22,6.7,
25147,De'Andre Hunter ATL,ATL,H,11/01/2023,W,33,117.1,108.9,8.2,13.6,0.60,11.5,0.0,18.9,10.9,19.2,56.3,61.7,28.0,113.99,9.8,
25148,Jae Crowder MIL,MIL,H,11/01/2023,L,25,115.1,126.9,-11.8,23.1,0.00,33.3,4.0,0.0,2.0,0.0,80.0,71.2,10.5,100.53,6.4,
25149,D'Angelo Russell LAL,LAL,H,11/01/2023,W,36,114.3,113.3,1.0,28.6,2.00,20.0,0.0,5.9,2.9,10.0,60.5,65.0,28.9,100.75,13.5,
25150,Domantas Sabonis SAC,SAC,H,11/01/2023,L,37,101.3,108.0,-6.7,42.1,4.00,25.0,6.8,26.7,14.9,6.3,50.0,54.0,26.4,97.69,16.0,
25151,Matt Ryan NOP,NOP,H,11/01/2023,W,20,100.0,109.5,-9.5,0.0,0.00,0.0,0.0,16.7,6.4,14.3,41.7,41.7,13.7,103.83,1.4,
25152,Dereck Lively II,DAL,H,CHI,11/01/2023,W,33,120.6,101.5,19.1,25.0,6.00,42.9,19.4,16.7,18.1,7.1,60.0,51.8,9.6,96.43,12.5
25153,Caris LeVert CLE,CLE,H,11/01/2023,W,31,107.6,95.3,12.3,31.3,1.67,20.8,0.0,14.3,9.0,12.5,53.6,60.3,26.8,102.30,16.5,
25154,Jalen Brunson NYK,NYK,H,11/01/2023,L,39,88.2,94.8,-6.6,26.7,4.00,13.3,1.8,8.6,4.4,3.3,34.8,44.5,27.1,95.11,10.2,
25155,Cody Zeller NOP,NOP,H,11/01/2023,W,2,20.0,140.0,-120.0,0.0,0.00,0.0,28.6,0.0,20.0,0.0,0.0,0.0,25.0,109.09,0.0,
25156,Josh Hart NYK,NYK,H,11/01/2023,L,29,87.9,94.9,-7.0,18.8,1.50,15.8,7.5,20.0,12.3,10.5,39.3,39.3,21.6,95.89,9.7,
25157,Zion Williamson NOP,NOP,H,11/01/2023,W,33,98.6,108.3,-9.7,42.1,2.00,22.2,14.6,8.8,12.2,11.1,35.0,41.7,31.5,105.18,8.9,
25158,Kyle Kuzma WAS,WAS,H,11/01/2023,L,25,107.3,133.9,-26.7,42.9,6.00,20.7,0.0,33.3,16.7,3.4,54.8,56.0,38.3,105.64,20.4,
25159,Svi Mykhailiuk BOS,BOS,H,11/01/2023,W,11,153.8,85.2,68.7,0.0,0.00,0.0,0.0,25.0,13.6,0.0,41.7,41.7,20.0,115.11,6.4,
25160,Braxton Key DEN,DEN,H,11/01/2023,L,5,91.7,91.7,0.0,60.0,0.00,60.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,110.42,-5.4,
25161,Andrew Nembhard IND,IND,H,11/01/2023,L,20,95.7,146.7,-51.0,7.1,1.00,5.0,0.0,14.3,5.0,5.0,38.2,39.1,37.3,109.02,3.9,
25162,Tyler Herro MIA,MIA,H,11/01/2023,L,36,96.1,96.2,0.0,29.4,1.67,16.1,0.0,7.9,3.6,9.7,65.2,64.0,28.9,104.15,16.5,
25163,Royce O'Neale BKN,BKN,H,11/01/2023,W,39,94.0,98.8,-4.8,21.7,1.67,35.7,0.0,15.2,7.9,21.4,50.0,50.0,9.6,102.61,6.3,
25164,Ousmane Dieng OKC,OKC,H,11/01/2023,L,12,76.9,119.2,-42.3,14.3,0.00,20.0,0.0,15.4,7.4,0.0,25.0,25.0,14.3,107.28,4.1,
25165,Haywood Highsmith MIA,MIA,H,11/01/2023,L,22,97.9,112.2,-14.4,14.3,2.00,25.0,0.0,21.1,10.0,12.5,90.0,90.0,12.2,105.61,14.1,
25166,Reggie Jackson DEN,DEN,H,11/01/2023,L,19,92.3,108.1,-15.8,35.7,5.00,50.0,0.0,0.0,0.0,10.0,25.0,25.0,10.9,98.06,8.8,
25167,Nikola Jokic DEN,DEN,H,11/01/2023,L,30,90.3,125.0,-34.7,25.0,0.60,9.4,5.4,28.6,15.4,15.6,50.0,52.3,39.2,97.71,17.2,
25168,John Collins UTA,UTA,H,11/01/2023,W,28,124.6,85.9,38.7,9.5,2.00,11.1,8.7,5.1,6.5,5.6,50.0,54.6,23.9,109.16,10.7,
25169,Scottie Barnes TOR,TOR,H,11/01/2023,W,29,132.2,108.5,23.7,20.8,1.67,20.8,20.0,26.9,23.5,12.5,62.5,63.9,27.1,99.08,19.2,
25170,Anthony Edwards MIN,MIN,H,11/01/2023,W,32,114.1,93.9,20.1,5.6,0.25,4.0,0.0,5.0,2.9,16.0,53.1,61.5,32.9,98.01,12.9,
25171,Julian Strawther DEN,DEN,H,11/01/2023,L,16,82.9,81.8,1.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,35.7,33.6,18.4,104.50,2.4,
25172,Landry Shamet WAS,WAS,H,11/01/2023,L,12,100.0,113.8,-13.8,22.2,0.00,28.6,0.0,10.0,4.5,0.0,80.0,80.0,16.1,115.20,12.7,
25173,Zach LaVine CHI,CHI,H,11/01/2023,L,36,102.8,111.3,-8.5,4.3,0.00,5.3,0.0,5.0,2.6,0.0,55.9,60.0,22.2,94.83,11.4,
25174,Nick Richards CHA,CHA,H,11/01/2023,L,19,87.8,112.5,-24.7,0.0,0.00,0.0,18.2,18.2,18.2,11.1,50.0,64.4,18.4,103.86,17.2,
25175,Evan Mobley CLE,CLE,H,11/01/2023,W,35,100.0,90.1,9.9,25.0,2.50,25.0,6.1,12.5,9.9,10.0,50.0,52.6,19.7,97.36,16.3,
25176,Craig Porter Jr.,CLE,A,NYK,11/01/2023,W,11,112.0,108.7,3.3,0.0,0.00,0.0,0.0,12.5,6.3,0.0,100,106.4,7.4,102.25,6.1
25177,Kelly Olynyk UTA,UTA,H,11/01/2023,W,26,146.7,82.0,64.7,19.2,1.67,31.3,15.8,12.8,13.8,18.8,92.9,88.8,16.7,112.05,15.8,
25178,Dillon Brooks HOU,HOU,H,11/01/2023,W,39,126.8,130.5,-3.7,16.7,0.71,21.7,3.1,5.4,4.3,30.4,94.4,92.9,20.0,102.25,9.2,
25179,Aaron Gordon DEN,DEN,H,11/01/2023,L,19,89.2,131.4,-42.2,18.2,1.00,28.6,4.2,6.7,5.1,28.6,66.7,66.7,10.6,93.66,1.4,
25180,Chris Livingston MIL,MIL,H,11/01/2023,L,6,172.7,118.2,54.5,20.0,0.00,33.3,0.0,0.0,0.0,0.0,125.0,125.0,18.2,95.71,20.0,
25181,Jaden McDaniels MIN,MIN,H,11/01/2023,W,21,122.7,74.5,48.3,10.5,0.50,18.2,15.0,19.4,17.6,36.4,60.0,60.0,18.0,102.38,6.8,
25182,Jevon Carter CHI,CHI,H,11/01/2023,L,15,116.1,121.9,-5.7,22.2,2.00,20.0,0.0,7.7,3.8,10.0,85.7,85.7,22.9,98.50,18.8,
25183,Toumani Camara POR,POR,H,11/01/2023,W,26,103.5,93.0,10.5,0.0,0.00,0.0,8.7,15.2,12.5,20.0,66.7,81.0,8.1,105.57,11.5,
25184,Isaiah Jackson IND,IND,H,11/01/2023,L,19,92.9,139.0,-46.2,7.1,1.00,12.5,0.0,16.7,8.6,12.5,60.0,59.5,15.9,106.24,9.5,
25185,Thomas Bryant MIA,MIA,H,11/01/2023,L,15,90.3,108.8,-18.5,0.0,0.00,0.0,6.7,26.7,16.7,28.6,75.0,82.0,21.2,104.70,11.1,
25186,Onyeka Okongwu ATL,ATL,H,11/01/2023,W,27,107.8,120.3,-12.5,11.8,2.00,15.4,17.2,23.1,20.0,7.7,75.0,82.0,14.7,112.12,15.3,
25187,Ayo Dosunmu CHI,CHI,H,11/01/2023,L,11,145.5,104.3,41.1,11.1,0.00,20.0,0.0,9.1,5.0,0.0,100,100,17.4,101.73,14.7,
25188,Mark Williams CHA,CHA,H,11/01/2023,L,25,122.2,126.4,-4.2,4.5,1.00,11.1,13.0,15.8,14.3,11.1,75.0,67.8,12.9,101.57,9.5,
25189,Armoni Brooks BKN,BKN,H,11/01/2023,W,16,163.6,72.7,90.9,0.0,0.00,0.0,0.0,10.0,7.1,0.0,121.4,121.4,19.4,99.62,23.7,
25190,Day'Ron Sharpe BKN,BKN,H,11/01/2023,W,13,131.0,85.2,45.8,11.1,0.00,20.0,10.0,42.9,29.2,0.0,66.7,64.4,11.8,105.90,20.7,
25191,Ryan Rollins WAS,WAS,H,11/01/2023,L,7,177.8,88.2,89.5,8.3,0.00,25.0,0.0,0.0,0.0,0.0,100,104.2,16.7,117.48,12.9,
25192,Jaxson Hayes LAL,LAL,H,11/01/2023,W,14,113.8,110.0,3.8,10.0,0.00,33.3,7.1,5.9,6.5,0.0,100,79.8,5.7,104.63,7.1,
